0.212455,0.207571,0.188035,0.202687,0.217339
0.212455,0.197803,0.202687,0.197803,0.212455
0.202687,0.202687,0.207571,0.192919,0.212455
0.212455,0.207571,0.197803,0.207571,0.212455
0.217339,0.212455,0.197803,0.197803,0.217339
0.207571,0.207571,0.197803,0.202687,0.222223
0.212455,0.207571,0.197803,0.217339,0.222223
0.227107,0.197803,0.197803,0.212455,0.227107
0.207571,0.202687,0.207571,0.207571,0.241759
0.212455,0.207571,0.212455,0.222223,0.241759
0.207571,0.202687,0.207571,0.227107,0.241759
0.207571,0.227107,0.217339,0.227107,0.256411
0.217339,0.212455,0.217339,0.231991,0.266179
0.217339,0.202687,0.217339,0.246643,0.275947
0.207571,0.212455,0.227107,0.256411,0.280831
0.217339,0.217339,0.222223,0.256411,0.290599
0.212455,0.207571,0.227107,0.271063,0.295483
0.217339,0.212455,0.241759,0.266179,0.310135
0.217339,0.212455,0.241759,0.275947,0.315019
0.212455,0.222223,0.246643,0.280831,0.324787
0.222223,0.222223,0.251527,0.295483,0.329671
0.217339,0.231991,0.251527,0.305251,0.334555
0.217339,0.231991,0.256411,0.305251,0.349207
0.222223,0.236875,0.261295,0.319903,0.358975
0.227107,0.236875,0.275947,0.319903,0.363859
0.227107,0.231991,0.275947,0.334555,0.373627
0.236875,0.241759,0.271063,0.334555,0.383395
0.236875,0.241759,0.280831,0.344323,0.393163
0.236875,0.251527,0.285715,0.354091,0.402931
0.236875,0.256411,0.290599,0.358975,0.407815
0.241759,0.251527,0.305251,0.363859,0.412699
0.236875,0.256411,0.305251,0.368743,0.422467
0.241759,0.256411,0.315019,0.373627,0.422467
0.241759,0.266179,0.310135,0.373627,0.427351
0.246643,0.275947,0.310135,0.383395,0.437119
0.251527,0.275947,0.315019,0.383395,0.437119
0.251527,0.275947,0.315019,0.393163,0.442003
0.256411,0.280831,0.319903,0.393163,0.442003
0.271063,0.280831,0.339439,0.393163,0.442003
0.256411,0.275947,0.329671,0.398047,0.442003
0.261295,0.295483,0.329671,0.393163,0.442003
0.266179,0.285715,0.334555,0.398047,0.442003
0.266179,0.295483,0.334555,0.393163,0.446887
0.271063,0.295483,0.344323,0.393163,0.451771
0.266179,0.305251,0.339439,0.393163,0.446887
0.266179,0.290599,0.349207,0.398047,0.442003
0.271063,0.300367,0.344323,0.398047,0.446887
0.275947,0.305251,0.344323,0.398047,0.451771
0.275947,0.300367,0.349207,0.393163,0.451771
0.280831,0.300367,0.349207,0.402931,0.442003
0.275947,0.300367,0.349207,0.402931,0.446887
0.275947,0.310135,0.349207,0.398047,0.446887
0.275947,0.310135,0.349207,0.398047,0.446887
0.285715,0.315019,0.349207,0.398047,0.446887
0.285715,0.305251,0.354091,0.402931,0.437119
0.280831,0.305251,0.358975,0.402931,0.442003
0.285715,0.305251,0.354091,0.402931,0.446887
0.295483,0.310135,0.354091,0.407815,0.442003
0.285715,0.310135,0.354091,0.402931,0.442003
0.290599,0.310135,0.363859,0.398047,0.442003
0.290599,0.310135,0.354091,0.402931,0.442003
0.285715,0.329671,0.358975,0.398047,0.446887
