0 0.231991 0.222223 0.227107 0.212455 0.231991
1 0.236875 0.222223 0.222223 0.212455 0.231991
2 0.231991 0.222223 0.231991 0.212455 0.227107
3 0.231991 0.227107 0.217339 0.217339 0.236875
4 0.231991 0.227107 0.217339 0.217339 0.231991
5 0.227107 0.217339 0.227107 0.217339 0.236875
6 0.227107 0.217339 0.222223 0.227107 0.241759
7 0.227107 0.222223 0.217339 0.227107 0.246643
8 0.236875 0.217339 0.231991 0.227107 0.251527
9 0.227107 0.217339 0.222223 0.231991 0.261295
10 0.231991 0.227107 0.231991 0.241759 0.261295
11 0.231991 0.222223 0.236875 0.241759 0.266179
12 0.236875 0.217339 0.236875 0.251527 0.280831
13 0.236875 0.227107 0.246643 0.261295 0.280831
14 0.227107 0.231991 0.236875 0.266179 0.295483
15 0.231991 0.227107 0.236875 0.266179 0.295483
16 0.236875 0.231991 0.246643 0.280831 0.310135
17 0.236875 0.236875 0.256411 0.285715 0.319903
18 0.236875 0.251527 0.256411 0.285715 0.324787
19 0.231991 0.236875 0.261295 0.300367 0.329671
20 0.231991 0.231991 0.266179 0.310135 0.339439
21 0.241759 0.241759 0.280831 0.310135 0.349207
22 0.236875 0.246643 0.266179 0.319903 0.358975
23 0.241759 0.246643 0.275947 0.329671 0.363859
24 0.241759 0.246643 0.285715 0.329671 0.373627
25 0.246643 0.241759 0.295483 0.339439 0.378511
26 0.236875 0.256411 0.295483 0.344323 0.393163
27 0.241759 0.261295 0.290599 0.354091 0.398047
28 0.261295 0.256411 0.295483 0.363859 0.402931
29 0.246643 0.266179 0.300367 0.363859 0.412699
30 0.256411 0.271063 0.315019 0.373627 0.422467
31 0.251527 0.275947 0.315019 0.378511 0.432235
32 0.256411 0.271063 0.319903 0.388279 0.437119
33 0.256411 0.280831 0.315019 0.393163 0.437119
34 0.266179 0.266179 0.334555 0.402931 0.456655
35 0.256411 0.285715 0.334555 0.412699 0.456655
36 0.266179 0.280831 0.344323 0.412699 0.466423
37 0.266179 0.285715 0.349207 0.422467 0.471307
38 0.271063 0.290599 0.349207 0.427351 0.481075
39 0.275947 0.290599 0.363859 0.432235 0.481075
40 0.275947 0.300367 0.358975 0.442003 0.495727
41 0.275947 0.295483 0.368743 0.446887 0.495727
42 0.280831 0.310135 0.368743 0.451771 0.505495
43 0.285715 0.310135 0.373627 0.461539 0.515263
44 0.275947 0.305251 0.378511 0.466423 0.515263
45 0.285715 0.319903 0.378511 0.471307 0.525031
46 0.285715 0.324787 0.393163 0.476191 0.534799
47 0.300367 0.324787 0.393163 0.485959 0.539683
48 0.285715 0.329671 0.398047 0.485959 0.539683
49 0.300367 0.334555 0.407815 0.495727 0.549451
50 0.295483 0.329671 0.412699 0.500611 0.554335
51 0.305251 0.334555 0.412699 0.500611 0.559219
52 0.295483 0.339439 0.417583 0.510379 0.564103
53 0.315019 0.349207 0.422467 0.520147 0.573871
54 0.300367 0.349207 0.427351 0.529915 0.578755
55 0.310135 0.363859 0.427351 0.525031 0.588523
56 0.310135 0.354091 0.437119 0.534799 0.583639
57 0.315019 0.349207 0.437119 0.534799 0.598291
58 0.315019 0.363859 0.456655 0.544567 0.598291
59 0.315019 0.358975 0.451771 0.549451 0.603175
60 0.324787 0.373627 0.451771 0.549451 0.612943
61 0.324787 0.373627 0.456655 0.559219 0.617827
62 0.324787 0.378511 0.456655 0.568987 0.622711
63 0.324787 0.393163 0.461539 0.568987 0.627595
64 0.334555 0.383395 0.476191 0.573871 0.632479
65 0.339439 0.378511 0.485959 0.583639 0.637363
66 0.334555 0.388279 0.481075 0.588523 0.652015
67 0.339439 0.393163 0.485959 0.588523 0.652015
68 0.354091 0.398047 0.485959 0.593407 0.661783
69 0.339439 0.402931 0.490843 0.603175 0.661783
70 0.358975 0.402931 0.495727 0.603175 0.666667
71 0.354091 0.402931 0.500611 0.612943 0.666667
72 0.344323 0.407815 0.505495 0.612943 0.676435
73 0.354091 0.412699 0.505495 0.617827 0.681319
74 0.354091 0.412699 0.510379 0.622711 0.681319
75 0.354091 0.417583 0.515263 0.632479 0.686203
76 0.358975 0.422467 0.520147 0.632479 0.691087
77 0.368743 0.427351 0.520147 0.637363 0.700855
78 0.368743 0.432235 0.525031 0.642247 0.705739
79 0.363859 0.427351 0.534799 0.652015 0.705739
80 0.363859 0.432235 0.534799 0.656899 0.710623
81 0.373627 0.432235 0.539683 0.652015 0.725275
82 0.373627 0.437119 0.539683 0.661783 0.725275
83 0.373627 0.456655 0.544567 0.666667 0.730159
84 0.378511 0.446887 0.549451 0.671551 0.730159
85 0.383395 0.451771 0.554335 0.671551 0.735043
86 0.388279 0.456655 0.559219 0.676435 0.744811
87 0.383395 0.456655 0.564103 0.681319 0.749695
88 0.388279 0.461539 0.568987 0.686203 0.749695
89 0.393163 0.461539 0.573871 0.691087 0.764347
90 0.388279 0.466423 0.578755 0.695971 0.764347
91 0.398047 0.471307 0.578755 0.705739 0.769231
92 0.402931 0.476191 0.583639 0.710623 0.774115
93 0.402931 0.471307 0.583639 0.710623 0.774115
94 0.407815 0.471307 0.588523 0.715507 0.778999
95 0.402931 0.481075 0.593407 0.715507 0.788767
96 0.407815 0.481075 0.593407 0.720391 0.793651
97 0.402931 0.481075 0.603175 0.725275 0.793651
98 0.412699 0.490843 0.603175 0.730159 0.798535
99 0.422467 0.490843 0.608059 0.735043 0.803419
100 0.417583 0.495727 0.612943 0.739927 0.808303
101 0.417583 0.495727 0.612943 0.744811 0.813187
102 0.422467 0.495727 0.617827 0.744811 0.818071
103 0.422467 0.510379 0.617827 0.754579 0.818071
104 0.427351 0.500611 0.622711 0.754579 0.822955
105 0.422467 0.510379 0.627595 0.754579 0.827839
106 0.432235 0.510379 0.632479 0.764347 0.832723
107 0.437119 0.510379 0.632479 0.764347 0.837607
