0 0 0 0 0 0 0 0
1 0 0 0 0 0 0 0
2 0 0 0 0 0 0 0
38 1.8736466287	2.5022552881	2.8942973759	3.1192411077	3.3205656116	3.4679709033	3.591938946
39 1.8223533343	2.4752266157	2.8761150568	3.0974220603	3.308731154	3.4577667332	3.5738389044
40 1.8483288207	2.4888322678	2.857596009	3.1047481004	3.3146658895	3.4577667332	3.5692622374
41 1.7956850872	2.4752266157	2.8387275247	3.0974220603	3.2967549629	3.4474573635	3.5600455823
42 1.7956850872	2.4614332936	2.8291580737	3.0974220603	3.2846336024	3.4370406026	3.5600455823
43 1.7956850872	2.4474470516	2.8194961628	3.0751163028	3.2723635098	3.4265141896	3.5554052027
44 1.8223533343	2.4332624166	2.7998876914	3.0599644978	3.2661715396	3.4158757914	3.5413534493
45 1.768286113	2.4474470516	2.7798870247	3.052301625	3.2661715396	3.4105138483	3.5318747053
46 1.7401152361	2.4332624166	2.7697346533	3.0445795789	3.2536713768	3.3997029322	3.5174859679
47 1.7111276992	2.4614332936	2.7798870247	3.0445795789	3.2473622076	3.3997029322	3.5271014266
48 1.7401152361	2.4474470516	2.7798870247	3.052301625	3.2410129799	3.3942533274	3.5223052543
49 1.7401152361	2.4474470516	2.7697346533	3.052301625	3.2410129799	3.3832642059	3.5174859679
50 1.7401152361	2.4042748798	2.7697346533	3.052301625	3.2346231818	3.3721529804	3.5077771537
51 1.768286113	2.4042748798	2.7798870247	3.0445795789	3.2346231818	3.3721529804	3.5028871684
52 1.7401152361	2.389459794	2.7798870247	3.028954261	3.221719777	3.3721529804	3.493034872
53 1.7111276992	2.3744219166	2.7491153661	3.0130809119	3.2086476954	3.3665507249	3.4780719993
54 1.6505030774	2.327901901	2.7173666677	2.99695153	3.1887134805	3.3438224738	3.4679709033
55 1.7401152361	2.327901901	2.7280619569	3.0130809119	3.1954024687	3.3438224738	3.4730342053
56 1.7401152361	2.327901901	2.7280619569	3.0050487402	3.1887134805	3.3322616514	3.4679709033
57 1.8223533343	2.3591544445	2.7386440662	3.0050487402	3.1954024687	3.3495531485	3.4679709033
58 1.768286113	2.3436502579	2.7386440662	2.9887882193	3.1819794484	3.3380587691	3.4526253336
59 1.768286113	2.327901901	2.7386440662	2.9887882193	3.1683737963	3.3322616514	3.4422625466
60 1.6812747361	2.327901901	2.7386440662	2.9805577202	3.1545804742	3.3205656116	3.4370406026
61 1.6505030774	2.327901901	2.7173666677	2.9722589174	3.1476118048	3.308731154	3.4317912467
62 1.6505030774	2.3436502579	2.7065557516	2.9638906677	3.1545804742	3.302760987	3.4317912467
63 1.6505030774	2.3119015596	2.6956266811	2.9554517991	3.1545804742	3.2907126485	3.4265141896
64 1.6187543791	2.2956410388	2.6956266811	2.9469411094	3.1405942322	3.2907126485	3.4212091374
65 1.5169716848	2.2623046185	2.6845768449	2.9296993029	3.1192411077	3.2785173754	3.4105138483
66 1.5169716848	2.2623046185	2.6734035443	2.920965623	3.1047481004	3.2723635098	3.4051229997
67 1.4806040406	2.2278184424	2.6391144708	2.9032660459	3.1047481004	3.2536713768	3.3942533274
68 1.5169716848	2.2623046185	2.6391144708	2.9032660459	3.1047481004	3.2473622076	3.3942533274
69 1.4806040406	2.2623046185	2.6391144708	2.8852475404	3.0974220603	3.2346231818	3.3832642059
70 1.5859645562	2.3119015596	2.6621039891	2.8942973759	3.1047481004	3.2473622076	3.3832642059
71 1.6187543791	2.2956410388	2.6621039891	2.8942973759	3.0974220603	3.2473622076	3.3721529804
72 1.6505030774	2.2791117368	2.6506752932	2.9032660459	3.090041953	3.2473622076	3.3665507249
73 1.5859645562	2.2623046185	2.6391144708	2.9032660459	3.0751163028	3.2410129799	3.3609169072
74 1.5859645562	2.2791117368	2.6391144708	2.8942973759	3.0826069745	3.2410129799	3.3665507249
75 1.6187543791	2.3119015596	2.6506752932	2.8942973759	3.090041953	3.2473622076	3.3665507249
76 1.6187543791	2.2956410388	2.6391144708	2.8761150568	3.0826069745	3.2410129799	3.3609169072
77 1.5859645562	2.2623046185	2.6274184311	2.8852475404	3.0675690972	3.2346231818	3.3438224738
78 1.6187543791	2.2452101851	2.6155839734	2.8761150568	3.052301625	3.2281922915	3.3380587691
79 1.6505030774	2.2623046185	2.6036077824	2.8761150568	3.0445795789	3.221719777	3.3380587691
80 1.6505030774	2.2452101851	2.5792163293	2.857596009	3.0367974385	3.2020470114	3.3264307311
81 1.5859645562	2.2278184424	2.5667938093	2.8387275247	3.028954261	3.1819794484	3.3146658895
82 1.5169716848	2.1921003598	2.5667938093	2.8194961628	3.0210490815	3.1683737963	3.302760987
83 1.5520630046	2.2101188653	2.5914864219	2.8194961628	3.028954261	3.1751997614	3.308731154
84 1.5859645562	2.2101188653	2.5792163293	2.8291580737	3.028954261	3.1819794484	3.302760987
85 1.6187543791	2.2101188653	2.5667938093	2.8291580737	3.028954261	3.1751997614	3.2907126485
86 1.5859645562	2.1921003598	2.5414760013	2.8194961628	3.0210490815	3.1683737963	3.2846336024
87 1.5520630046	2.1921003598	2.5667938093	2.8097399879	3.0210490815	3.1545804742	3.2846336024
88 1.4806040406	2.1550590881	2.5414760013	2.7798870247	3.0050487402	3.1405942322	3.2785173754
89 1.4806040406	2.1165928073	2.5285725964	2.7594781531	2.9887882193	3.133527065	3.2599409898
90 1.4428637126	2.0765874727	2.5022552881	2.7491153661	2.9638906677	3.1192411077	3.2473622076
91 1.4806040406	2.09679018	2.5022552881	2.7594781531	2.9554517991	3.1192411077	3.2410129799
92 1.4806040406	2.1360108932	2.5022552881	2.7697346533	2.9554517991	3.1192411077	3.2473622076
93 1.4806040406	2.1550590881	2.4888322678	2.7697346533	2.9554517991	3.1192411077	3.2473622076
94 1.4428637126	2.1165928073	2.4888322678	2.7594781531	2.9554517991	3.1047481004	3.2410129799
95 1.4036429995	2.0765874727	2.4752266157	2.7491153661	2.9383573657	3.0826069745	3.221719777
96 1.4036429995	2.0559681855	2.4752266157	2.7491153661	2.9383573657	3.0826069745	3.215205096
97 1.4428637126	2.1165928073	2.4752266157	2.7594781531	2.9296993029	3.090041953	3.215205096
98 1.4428637126	2.1165928073	2.4614332936	2.7594781531	2.9296993029	3.0974220603	3.221719777
99 1.3628210049	2.09679018	2.4332624166	2.7386440662	2.920965623	3.0751163028	3.2086476954
100 1.3202613905	2.0765874727	2.4332624166	2.7173666677	2.9121549933	3.0675690972	3.2020470114
101 1.3202613905	2.0559681855	2.4332624166	2.6956266811	2.9032660459	3.052301625	3.1887134805
102 1.4036429995	2.0559681855	2.4474470516	2.6956266811	2.9032660459	3.0599644978	3.1887134805
103  1.4428637126	2.0349147763	2.4474470516	2.6956266811	2.9032660459	3.0599644978	3.1887134805
104  1.4036429995	2.0559681855	2.4474470516	2.7065557516	2.8942973759	3.0599644978	3.1954024687
105  1.3628210049	2.0559681855	2.4474470516	2.6956266811	2.8761150568	3.0445795789	3.1819794484
106  1.3202613905	2.0559681855	2.4474470516	2.6956266811	2.8761150568	3.0367974385	3.1683737963
107  1.4036429995	2.0349147763	2.4474470516	2.6734035443	2.8761150568	3.028954261	3.1476118048
108  1.4036429995	2.0134085711	2.4474470516	2.6734035443	2.8852475404	3.0367974385	3.1476118048
109  1.4428637126	2.0134085711	2.4474470516	2.6845768449	2.8761150568	3.0367974385	3.1545804742
110  1.4428637126	2.0349147763	2.4332624166	2.6845768449	2.8761150568	3.0367974385	3.1545804742
111  1.4036429995	2.0349147763	2.4042748798	2.6734035443	2.857596009	3.0210490815	3.1476118048
112  1.3202613905	2.0134085711	2.3744219166	2.6506752932	2.8482062687	3.0050487402	3.1264095972
113  1.2292896123	1.9914296644	2.3591544445	2.6391144708	2.8387275247	2.99695153	3.1192411077
114  1.3202613905	2.0134085711	2.389459794	2.6391144708	2.8482062687	3.0130809119	3.1192411077
115  1.3628210049	2.0349147763	2.389459794	2.6274184311	2.8387275247	3.0050487402	3.1192411077
116  1.4036429995	2.0559681855	2.4042748798	2.6391144708	2.8387275247	2.99695153	3.1120208597
117  1.2758096279	2.0134085711	2.3436502579	2.6155839734	2.8097399879	2.9554517991	3.0826069745
118  1.2292896123	2.0134085711	2.3436502579	2.6274184311	2.8194961628	2.9554517991	3.0751163028
119  1.1804994481	1.9914296644	2.3436502579	2.6036077824	2.8097399879	2.9554517991	3.0675690972
120  1.2292896123	1.9689568085	2.3436502579	2.6036077824	2.8097399879	2.9554517991	3.0675706483
121  1.2758096279	1.9459672903	2.3436502579	2.5914864219	2.7998876914	2.9554517991	3.0599676237
122  1.3202613905	1.9459672903	2.3436502579	2.6036077824	2.7998876914	2.9469411094	3.0599691867
123  1.3628210049	1.9689568085	2.3591544445	2.6155839734	2.8097399879	2.9554517991	3.0675737506
124  1.3202613905	1.9689568085	2.327901901	2.6036077824	2.8097399879	2.9383573657	3.0675737506
125  1.3202613905	1.9459672903	2.2956410388	2.5792163293	2.7899373606	2.9296993029	3.05230635
126  1.3202613905	1.9459672903	2.2956410388	2.5667938093	2.7697346533	2.9121549933	3.0368022373
127  1.3628210049	1.9224367929	2.3119015596	2.5667938093	2.7491153661	2.9032660459	3.0289590977
128  1.4036429995	1.9459672903	2.3436502579	2.5914864219	2.7594781531	2.9032660459	3.0368022373
129  1.4036429995	1.9689568085	2.327901901	2.5914864219	2.7697346533	2.9032660459	3.0368022373
130  1.3202613905	1.9459672903	2.3119015596	2.5792163293	2.7594781531	2.8942992205	3.0130858259
131  1.2292896123	1.9224367929	2.2791117368	2.5542150271	2.7491153661	2.8761188137	3.0050536938
132  1.1804994481	1.8983392413	2.2791117368	2.5414760013	2.7280619569	2.8669040892	2.9969565239
133  1.1804994481	1.8983392413	2.2791117368	2.5414760013	2.7280619569	2.8669040892	3.0050536938
134  1.2292896123	1.8736466287	2.2791117368	2.5542150271	2.7173666677	2.8761206921	2.9969565239
135  1.1804994481	1.8223533343	2.2452101851	2.5285725964	2.7065557516	2.8576017497	2.9887932541
136  1.1804994481	1.8223533343	2.2278184424	2.5022552881	2.6845768449	2.8387333747	2.9722640361
137  1.0751389325	1.8223533343	2.2101188653	2.4614332936	2.6621039891	2.8195021264	2.9554570046
138  1.0751389325	1.8483288207	2.2278184424	2.4614332936	2.6506752932	2.8195021264	2.9297046442
139  1.1292061538	1.8223533343	2.2278184424	2.4752266157	2.6506752932	2.8195021264	2.9383626609
140  1.1804994481	1.8483288207	2.2452101851	2.4888322678	2.6621063158	2.8097460099	2.9297046442
141  1.2292896123	1.8483288207	2.2452101851	2.5022552881	2.6621086425	2.8195021264	2.9469463594
142  1.2292896123	1.8736466287	2.2452101851	2.4888322678	2.6621109692	2.8195021264	2.9383626609
143  1.2292896123	1.8736466287	2.2452101851	2.4888322678	2.6621109692	2.82916398	2.9469463594
144  1.1292061538	1.8483288207	2.2452101851	2.4614332936	2.6621109692	2.8097460099	2.9209710111
145  1.0751389325	1.8223533343	2.2278184424	2.4614332936	2.6506823536	2.8097460099	2.8943029097
146  1.0751389325	1.7956850872	2.1921003598	2.4332624166	2.6274256575	2.7899435031	2.8669040892
147  1.1804994481	1.8223533343	2.1737512212	2.4332624166	2.6274256575	2.7899435031	2.8761206921
148  1.2292896123	1.8483288207	2.1737512212	2.4188736792	2.6274256575	2.7594844856	2.8852531245
149  1.1292061538	1.8223533343	2.1737512212	2.4042748798	2.6155912859	2.7594844856	2.8852531245
150  1.1292061538	1.8223533343	2.1737512212	2.4042778908	2.5914939127	2.738650532	2.8852531245
151  1.0751389325	1.7956850872	2.1737512212	2.3894659059	2.5914939127	2.7491217645	2.8761206921
152  1.1292061538	1.7956850872	2.1550590881	2.3894689619	2.5914939127	2.738650532	2.8761206921
153  1.1292061538	1.7956850872	2.1550590881	2.3894689619	2.603615183	2.7491217645	2.8576017497
154  1.1804994481	1.8483288207	2.1550590881	2.4188825813	2.603615183	2.738650532	2.8576017497
155  1.1804994481	1.8483288207	2.1737512212	2.4188825813	2.6155912859	2.7173732726	2.8576017497
156  1.1292061538	1.7956850872	2.1360108932	2.3894689619	2.5914939127	2.6845836699	2.8482120635
157  1.0751389325	1.7111276992	2.09679018	2.3591638944	2.5668014874	2.673410446	2.82916398
158  1.0751389325	1.6812747361	2.0559681855	2.3436598556	2.5155085971	2.673410446	2.8097460099
159  1.1292061538	1.7401152361	2.0765874727	2.3591638944	2.5414838763	2.6956334311	2.8195021264
160  1.1292061538	1.7401152361	2.0765916513	2.3279116509	2.5155085971	2.6956334311	2.8097460099
161  1.1292061538	1.768286113	2.0765958298	2.3436598556	2.5414838763	2.6956334311	2.8097460099
162  1.0751389325	1.7111276992	2.0559809823	2.3279116509	2.5155085971	2.6845836699	2.7998937731
163  1.0751389325	1.7111276992	2.0559809823	2.3436598556	2.5285805737	2.6621109692	2.7899435031
164  1.1292061538	1.6812747361	2.0766000083	2.3279116509	2.5022634781	2.6506823536	2.7697409211
165  1.1292061538	1.7111276992	2.0766000083	2.3436598556	2.4752350301	2.6506823536	2.7594844856
166  1.0751389325	1.6812747361	2.0559809823	2.3279116509	2.447455703	2.6506823536	2.7594844856
167  0.9573558968	1.6505030774	2.0349278454	2.3119114669	2.447455703	2.6391216133	2.7697409211
168  0.8928173757	1.5859645562	2.0134219243	2.2452207756	2.447455703	2.6155912859	2.7491217645
169  0.9573558968	1.5859645562	2.0134219243	2.2623150295	2.4614418248	2.6155912859	2.7491217645
170  0.9573558968	1.5859713812	1.9689707686	2.2278292187	2.4614418248	2.603615183	2.738650532
171  1.0179805186	1.5859782062	1.9914433143	2.2623150295	2.4614418248	2.603615183	2.7491217645
172  0.9573558968	1.5859850311	1.9914433143	2.2452207756	2.4614418248	2.603615183	2.738650532
173  0.9573558968	1.5859850311	2.0134219243	2.2623150295	2.4332711916	2.5914939127	2.7173732726
174  0.8238245042	1.5859850311	1.9689707686	2.210129834	2.4042839128	2.5542228023	2.6956334311
175  0.8928173757	1.5859850311	1.9914433143	2.1737625961	2.4042839128	2.5414838763	2.6956334311
176  0.8928173757	1.5859850311	1.9914433143	2.1550706777	2.4188825813	2.5542228023	2.6956334311
177  0.9573558968	1.6187741934	2.0134219243	2.1921115279	2.4332711916	2.5914939127	2.6956334311
178  0.8928173757	1.6187741934	1.9459815751	2.210129834	2.4188825813	2.5792239126	2.6956334311
179  0.8238245042	1.5859850311	1.9459815751	2.210129834	2.4042839128	2.5668014874	2.6845836699
180  0.8238391291	1.516993622	1.8983542229	2.210129834	2.3894689619	2.5542228023	2.6845836699
181  0.7497480316	1.516993622	1.9224514178	2.1921115279	2.3744312234	2.5542228023	2.6506823536
182  0.8238683783	1.5520841854	1.9224514178	2.210129834	2.3894689619	2.5542228023	2.6621109692
183  0.8238683783	1.5859850311	1.9459815751	2.1737625961	2.3744312234	2.5285805737	2.6506823536
184  0.9573942868	1.5859850311	1.9224514178	2.1737625961	2.3591638944	2.5285805737	2.6621109692
185  0.8928583249	1.5859850311	1.8483445706	2.1550706777	2.3279116509	2.5155085971	2.6506823536
186  0.8928583249	1.5859850311	1.8223694987	2.1737625961	2.3436598556	2.5155085971	2.6391216133
187  0.8928583249	1.5859850311	1.8483445706	2.1737625961	2.3744312234	2.5022634781	2.6391216133
188  0.9573942868	1.516993622	1.8983542229	2.1737625961	2.3744312234	2.5155085971	2.6274256575
189  0.9573942868	1.5520841854	1.9224514178	2.1737625961	2.3744312234	2.5155085971	2.6391216133
190  0.8238537538	1.4806192072	1.9224465428	2.1550668145	2.3591607445	2.515505903	2.6274232487
191  0.8928310256	1.5520700649	1.9224416679	2.1550629513	2.3744250189	2.4888350347	2.6391168517
192  0.8928173757	1.5169716848	1.9224367929	2.1550590881	2.3591544445	2.4888322678	2.6155839734
193  0.9573558968	1.5520630046	1.8736466287	2.1360108932	2.327901901	2.4752266157	2.6036077824
194  0.8238245042	1.4428637126	1.8223533343	2.0765874727	2.2956410388	2.4614332936	2.5667938093
195  0.8928173757	1.3628210049	1.8223533343	2.0559681855	2.2956410388	2.4614332936	2.5667938093
196  0.8928173757	1.3202613905	1.8483288207	2.0765874727	2.2956410388	2.4474470516	2.5667938093
197  0.8928173757	1.3628210049	1.8483288207	2.1165928073	2.2791117368	2.4474470516	2.5792163293
198  0.6696738244	1.4036429995	1.8223533343	2.09679018	2.2791117368	2.4188736792	2.5667938093
199  0.749716532	1.4428637126	1.8223533343	2.09679018	2.2791117368	2.4332624166	2.5542150271
200  0.749716532	1.5169716848	1.8483288207	2.1165928073	2.3119015596	2.4474470516	2.5542150271
201  0.8238245042	1.4806040406	1.8223533343	2.1165928073	2.2623046185	2.4474470516	2.5414760013
202  0.749716532	1.4806040406	1.8223533343	2.09679018	2.2623046185	2.4188736792	2.5414760013
203  0.749716532	1.3628210049	1.768286113	2.0349147763	2.2278184424	2.389459794	2.5155005149
204  0.6696738244	1.3628210049	1.7401152361	2.0349147763	2.2452101851	2.3744219166	2.5285725964
205  0.3819917519	1.3202613905	1.6812747361	2.0134085711	2.2278184424	2.3591544445	2.5155005149
206  0.2642087163	1.3628210049	1.7111276992	2.0134085711	2.2101188653	2.3591544445	2.5155005149
207  0.3819917519	1.3628210049	1.768286113	1.9914296644	2.2101188653	2.3744219166	2.5022552881
208  0.749716532	1.4428637126	1.8223533343	2.0559681855	2.2278184424	2.4042748798	2.5155005149
209  0.749716532	1.4036429995	1.7956850872	2.0349147763	2.2278184424	2.3744219166	2.4888322678
210  0.8928173757	1.4428637126	1.8223533343	2.0765874727	2.2452101851	2.3744219166	2.5022552881
211  0.749716532	1.3628210049	1.7956850872	1.9914296644	2.2278184424	2.3436502579	2.4888322678
212  0.8238245042	1.4036429995	1.7956850872	2.0134085711	2.2101188653	2.3591544445	2.4888322678
213  0.5826624474	1.3202613905	1.7111276992	1.9689568085	2.1737512212	2.327901901	2.4614332936
214  0.6696738244	1.3202613905	1.7401152361	2.0134085711	2.1737512212	2.3591544445	2.4614332936
215  0.8238245042	1.3628210049	1.7956850872	2.0559681855	2.2101188653	2.389459794	2.4888322678
216  0.9573558968	1.4428637126	1.8223533343	2.0559681855	2.2278184424	2.4042748798	2.4888322678
217  0.8928173757	1.4806040406	1.768286113	2.0349147763	2.2278184424	2.3744219166	2.4752266157
218  0.749716532	1.4036429995	1.7401152361	1.9689568085	2.1921003598	2.327901901	2.4474470516
219  0.6696738244	1.3628210049	1.7111276992	1.9689568085	2.1550590881	2.2956410388	2.4332624166
220  0.5826624474	1.3202613905	1.7111276992	1.9459672903	2.1165928073	2.2791117368	2.4188736792
221  0.5826624474	1.3628210049	1.6505030774	1.9689568085	2.1165928073	2.2956410388	2.4188736792
222  0.5826624474	1.3202613905	1.6505030774	1.9224367929	2.1165928073	2.2791117368	2.389459794
223  0.6696738244	1.3202613905	1.6812747361	1.9459672903	2.1360108932	2.2956410388	2.389459794
224  0.5826624474	1.3202613905	1.7111276992	1.9224367929	2.1550590881	2.2791117368	2.4042748798
225  0.4873522676	1.3202613905	1.7111276992	1.9224367929	2.1550590881	2.2791117368	2.4332624166
226  0.4873522676	1.2758096279	1.6505030774	1.8983392413	2.1360108932	2.2452101851	2.4188736792
227  0.6696738244	1.2292896123	1.6505030774	1.9224367929	2.1165928073	2.2452101851	2.389459794
228  0.6696738244	1.2758096279	1.6187543791	1.9224367929	2.09679018	2.2452101851	2.3744219166
229  0.6696738244	1.2758096279	1.6505030774	1.8983392413	2.0765874727	2.2452101851	2.3591544445
230  0.6696738244	1.3202613905	1.6505030774	1.8736466287	2.0765874727	2.2452101851	2.3591544445
231  0.749716532	1.2292896123	1.6812747361	1.8736466287	2.09679018	2.2452101851	2.327901901
232  0.6696738244	1.2292896123	1.6187543791	1.8736466287	2.0765874727	2.2101188653	2.3119015596
233  0.5826624474	1.2292896123	1.6187543791	1.8736466287	2.0765874727	2.1921003598	2.3119015596
234  0.6696738244	1.3202613905	1.6187543791	1.9224367929	2.0765874727	2.2278184424	2.3436502579
235  0.749716532	1.3628210049	1.6505030774	1.9459672903	2.09679018	2.2791117368	2.3591544445
236  0.6696738244	1.2758096279	1.6187543791	1.9224367929	2.0559681855	2.2623046185	2.327901901
237  0.3819917519	1.1804994481	1.5859645562	1.8483288207	2.0134085711	2.1921003598	2.2956410388
238  0.4873522676	1.1292061538	1.5859645562	1.8223533343	2.0134085711	2.1737512212	2.2956410388
239  0.4873522676	1.1804994481	1.5520630046	1.7956850872	2.0134085711	2.1550590881	2.3119015596
240  0.5826624474	1.1804994481	1.5169716848	1.7956850872	2.0134085711	2.1550590881	2.3119015596
241  0.2642087163	1.1804994481	1.4806040406	1.7956850872	1.9914296644	2.09679018	2.2956410388
242  0.3819917519	1.1292061538	1.5169716848	1.7956850872	1.9689568085	2.09679018	2.2791117368
243  0.4873522676	1.1804994481	1.5520630046	1.8223533343	1.9689568085	2.1165928073	2.2791117368
244  0.5826624474	1.1292061538	1.5859645562	1.7956850872	1.9914296644	2.1360108932	2.2623046185
245  0.5826624474	1.1292061538	1.5859645562	1.7956850872	2.0349147763	2.1360108932	2.2623046185
246  0.4873522676	1.1292061538	1.5859645562	1.768286113	2.0349147763	2.1165928073	2.2452101851
247  0.5826624474	1.2292896123	1.5859645562	1.7956850872	2.0134085711	2.1360108932	2.2623046185
248  0.3819917519	1.1804994481	1.5169716848	1.768286113	1.9689568085	2.1165928073	2.2278184424
249  0.4873522676	1.1292061538	1.4806040406	1.768286113	1.9459672903	2.1360108932	2.2278184424
250  0.3819917519	1.0179805186	1.4428637126	1.7401152361	1.9224367929	2.1165928073	2.2101188653
251  0.6696738244	1.1292061538	1.5520630046	1.7956850872	1.9224367929	2.1550590881	2.2452101851
252  0.4873522676	1.1292061538	1.5169716848	1.7401152361	1.8983392413	2.1165928073	2.2278184424
253  0.4873522676	1.1292061538	1.5169716848	1.7111276992	1.8983392413	2.09679018	2.2101188653
254  0.2642087163	1.1292061538	1.4428637126	1.7111276992	1.8983392413	2.0559681855	2.1737512212
255  0.2642087163	1.1292061538	1.4428637126	1.768286113	1.8983392413	2.0559681855	2.1737512212
256  0.3819917519	1.1804994481	1.4428637126	1.7956850872	1.8983392413	2.0559681855	2.1921003598
257  0.4873522676	1.1292061538	1.4428637126	1.7401152361	1.8983392413	2.0559681855	2.2101188653
258  0.5826624474	1.1292061538	1.4806040406	1.7401152361	1.9224367929	2.0559681855	2.2101188653
259  0.3819917519	1.0179805186	1.4428637126	1.6812747361	1.9224367929	2.0349147763	2.1737512212
260  0.2642087163	1.0179805186	1.4428637126	1.6812747361	1.9224367929	2.0349147763	2.1550590881
261  0.1306773236	1.0179805186	1.4036429995	1.5859645562	1.8983392413	2.0134085711	2.1360108932
262  0.3819917519	1.0751389325	1.4036429995	1.6187543791	1.8983392413	2.0349147763	2.1550590881
263  0.3819917519	1.0751389325	1.3628210049	1.6187543791	1.8736466287	2.0134085711	2.1550590881
264  0.5826624474	1.0751389325	1.4428637126	1.6812747361	1.8736466287	2.0134085711	2.1550590881
265  0.5826624474	1.0751389325	1.5169716848	1.6812747361	1.8736466287	2.0134085711	2.1550590881
266  0.5826624474	1.0179805186	1.5169716848	1.6505030774	1.8483288207	2.0134085711	2.1360108932
267  0.3819917519	0.9573558968	1.4036429995	1.6187543791	1.8223533343	2.0134085711	2.1360108932
268  0.2642087163	0.9573558968	1.3628210049	1.6187543791	1.7956850872	1.9914296644	2.1360108932
269  0.2642087163	1.0179805186	1.3628210049	1.6812747361	1.8223533343	1.9914296644	2.1360108932
270  0.3819917519	1.0751389325	1.4036429995	1.7111276992	1.8483288207	1.9914296644	2.1360108932
271  0.4873522676	1.0751389325	1.3202613905	1.7111276992	1.8483288207	1.9914296644	2.1165928073
272  0.3819917519	0.9573558968	1.2758096279	1.6505030774	1.8223533343	1.9689568085	2.09679018
273  0.3819917519	0.8928173757	1.2758096279	1.6187543791	1.7956850872	1.9689568085	2.0765874727
274  0.1306773236	0.8928173757	1.2758096279	1.5520630046	1.7401152361	1.9224367929	2.0559681855
275  0.1306773236	1.0179805186	1.2758096279	1.5520630046	1.7401152361	1.9224367929	2.0349147763
276  -0.0234733562	1.0179805186	1.2292896123	1.5169716848	1.7401152361	1.8983392413	2.0134085711
277  0.1306773236	0.9573558968	1.2758096279	1.5520630046	1.7956850872	1.9459672903	2.0134085711
