0	17.613487
5	17.518077
10	17.613487
15	17.613487
20	17.565782
25	17.613487
30	17.613487
35	17.661192
40	17.661192
45	17.565782
50	17.613487
55	17.708897
60	17.708897
65	17.842471
70	18.033291
75	18.21457
80	18.40539
85	18.729784
90	19.054178
95	19.426277
100	19.760212
105	19.989196
110	20.409
115	20.781099
120	21.153198
125	21.525297
130	21.897396
135	22.3172
140	22.784709
145	23.061398
150	23.481202
155	23.948711
160	24.2254
165	24.645204
170	25.065008
175	25.580222
180	25.818747
185	26.276715
190	26.744224
195	27.116323
200	27.488422
205	27.860521
210	28.280325
215	28.61426
220	29.034064
225	29.444327
230	29.778262
235	30.150361
240	30.474755
245	30.846854
250	31.171248
255	31.457478
260	31.867741
265	32.201676
270	32.52607
275	32.850464
280	33.127153
285	33.413383
290	33.785482
295	34.109876
300	34.481975
305	34.710959
310	35.044894
315	35.321583
320	35.645977
325	35.874961
330	36.161191
335	36.43788
340	36.714569
345	36.857684
350	37.182078
355	37.420603
360	37.697292
365	37.888112
370	38.164801
375	38.34608
380	38.63231
385	38.813589
390	39.004409
395	39.233393
400	39.471918
405	39.653197
410	39.929886
415	40.073001
420	40.263821
425	40.397395
430	40.63592
435	40.769494
440	40.960314
445	41.141593
450	41.284708
455	41.475528
460	41.609102
465	41.799922
470	41.981201
475	42.124316
480	42.267431
485	42.44871
490	42.591825
495	42.725399
500	42.868514
505	42.963924
510	43.059334
515	43.192908
520	43.336023
525	43.431433
530	43.565007
535	43.708122
540	43.851237
545	43.937106
550	44.032516
555	44.175631
560	44.223336
565	44.35691
570	44.45232
575	44.54773
580	44.690845
585	44.776714
590	44.872124
595	45.015239
600	45.062944
605	45.196518
610	45.244223
615	45.339633
620	45.435043
625	45.520912
630	45.568617
635	45.711732
640	45.759437
645	45.854847
650	45.940716
655	45.988421
660	46.083831
665	46.131536
670	46.179241
675	46.274651
680	46.36052
685	46.408225
690	46.45593
695	46.55134
700	46.599045
705	46.64675
710	46.732619
715	46.732619
720	46.828029
725	46.923439
730	46.923439
735	46.971144
740	47.018849
745	47.114259
750	47.152423
755	47.200128
760	47.247833
765	47.295538
770	47.295538
775	47.390948
780	47.438653
785	47.438653
790	47.438653
795	47.486358
800	47.524522
805	47.486358
810	47.572227
815	47.667637
820	47.715342
825	47.715342
830	47.810752
835	47.810752
840	47.858457
845	47.858457
850	47.944326
855	47.992031
860	47.992031
865	47.992031
870	48.039736
875	48.039736
880	48.087441
885	48.135146
890	48.135146
895	48.135146
900	48.135146
905	48.182851
910	48.230556
915	48.278261
920	48.278261
925	48.278261
930	48.325966
935	48.36413
940	48.36413
945	48.36413
950	48.411835
955	48.45954
960	48.411835
965	48.411835
970	48.45954
975	48.45954
980	48.55495
985	48.507245
990	48.507245
995	48.55495
1000	48.55495
1005	48.55495
1010	48.602655
1015	48.65036
1020	48.698065
1025	48.65036
1030	48.65036
1035	48.698065
1040	48.698065
1045	48.698065
1050	48.698065
1055	48.698065
1060	48.698065
1065	48.698065
1070	48.698065
1075	48.698065
1080	48.736229
1085	48.783934
1090	48.698065
1095	48.736229
1100	48.831639
1105	48.783934
1110	48.831639
1115	48.879344
1120	48.879344
1125	48.879344
1130	48.879344
1135	48.879344
1140	48.927049
1145	48.927049
1150	48.974754
1155	48.974754
1160	48.974754
1165	49.022459
1170	49.022459
1175	49.117869
1180	49.117869
1185	49.117869
1190	49.117869
1195	49.156033
1200	49.156033
1205	49.203738
1210	49.156033
1215	49.251443
1220	49.156033
1225	49.203738
1230	49.203738
1235	49.251443
1240	49.156033
1245	49.156033
1250	49.156033
1255	49.203738
1260	49.156033
1265	49.156033
1270	49.203738
1275	49.156033
1280	49.203738
1285	49.203738
1290	49.156033
1295	49.156033
1300	49.156033
1305	49.156033
1310	49.156033
1315	49.156033
1320	49.156033
1325	49.156033
1330	49.156033
1335	49.156033
1340	49.156033
1345	49.251443
1350	49.203738
1355	49.203738
1360	49.251443
1365	49.251443
1370	49.251443
1375	49.299148
1380	49.299148
1385	49.299148
1390	49.299148
1395	49.299148
1400	49.346853
1405	49.299148
1410	49.346853
1415	49.394558
1420	49.346853
1425	49.442263
1430	49.346853
1435	49.394558
1440	49.394558
1445	49.442263
1450	49.442263
1455	49.442263
1460	49.442263
1465	49.442263
1470	49.442263
1475	49.489968
1480	49.489968
1485	49.489968
1490	49.537673
1495	49.575837
1500	49.537673
1505	49.537673
1510	49.537673
1515	49.537673
1520	49.575837
1525	49.575837
1530	49.537673
1535	49.537673
1540	49.537673
1545	49.537673
1550	49.537673
1555	49.537673
1560	49.537673
1565	49.537673
1570	49.537673
1575	49.537673
1580	49.489968
1585	49.537673
1590	49.489968
1595	49.489968
1600	49.537673
1605	49.537673
1610	49.537673
1615	49.537673
1620	49.537673
1625	49.537673
1630	49.537673
1635	49.537673
1640	49.537673
1645	49.537673
1650	49.537673
1655	49.489968
1660	49.489968
1665	49.537673
1670	49.537673
1675	49.575837
1680	49.537673
1685	49.575837
1690	49.537673
1695	49.575837
1700	49.575837
1705	49.575837
1710	49.575837
1715	49.575837
1720	49.537673
1725	49.537673
1730	49.537673
1735	49.537673
1740	49.489968
1745	49.537673
1750	49.537673
1755	49.537673
1760	49.537673
1765	49.489968
1770	49.489968
1775	49.489968
1780	49.489968
1785	49.537673
1790	49.442263
1795	49.442263
1800	49.442263
1805	49.442263
1810	49.442263
1815	49.394558
1820	49.442263
1825	49.442263
1830	49.442263
1835	49.394558
1840	49.442263
1845	49.442263
1850	49.442263
1855	49.394558
1860	49.394558
1865	49.442263
1870	49.394558
1875	49.442263
1880	49.442263
1885	49.442263
1890	49.394558
1895	49.346853
1900	49.394558
1905	49.442263
1910	49.346853
1915	49.346853
1920	49.346853
1925	49.346853
1930	49.346853
1935	49.346853
1940	49.346853
1945	49.346853
1950	49.251443
1955	49.299148
1960	49.299148
1965	49.299148
1970	49.299148
1975	49.299148
1980	49.299148
1985	49.299148
1990	49.346853
1995	49.394558
2000	49.346853
2005	49.346853
2010	49.346853
2015	49.346853
2020	49.346853
2025	49.346853
2030	49.346853
2035	49.346853
2040	49.346853
2045	49.394558
2050	49.394558
2055	49.394558
2060	49.394558
2065	49.346853
2070	49.394558
2075	49.394558
2080	49.394558
2085	49.394558
2090	49.394558
2095	49.442263
2100	49.442263
