4.0  0
5.0  0
6.0  2.4
7.0  7.2
7.2  9.6
7.4  10.8 
7.6  12.0
7.8  13.2
8.0  16.8
8.2  16.8
8.4  19.2
8.6  20.4
8.8  21.6
9.0  22.8
10.0 25.2
11.0 27.6
12.0 28.8
13.0 28.8
14.0 30.0
15.0 30.0
16.0 30.0
17.0 30.0
18.0 30.0
19.0 30.0
20.0 30.0
