#time[s] 	 x_1[m] 	 u[V] 	 xhat_1[m] 	 xhat_2[m/s] 	 diff[m/s]
0.99 	0.251341 	-0.020322 	0.250727 	-0.007804 	-0.067504
1.00 	0.252241 	-0.010165 	0.250682 	-0.008024 	0.090006
1.01 	0.251566 	-0.017543 	0.250686 	-0.007492 	-0.067504
1.02 	0.252016 	-0.012728 	0.250659 	-0.007517 	0.045003
1.03 	0.252241 	-0.016729 	0.250657 	-0.007176 	0.022501
1.04 	0.251566 	-0.022418 	0.250671 	-0.006904 	-0.067504
1.05 	0.252691 	-0.016253 	0.250650 	-0.007123 	0.112507
1.06 	0.252241 	-0.028554 	0.250689 	-0.006655 	-0.045003
1.07 	0.252241 	-0.028931 	0.250706 	-0.006848 	0.000000
1.08 	0.252466 	-0.028668 	0.250720 	-0.007054 	0.022501
1.09 	0.252016 	-0.031199 	0.250744 	-0.007160 	-0.045003
1.10 	0.252916 	-0.025873 	0.250741 	-0.007542 	0.090006
1.11 	0.251791 	-0.035069 	0.250783 	-0.007359 	-0.112507
1.12 	0.252016 	-0.024058 	0.250764 	-0.007979 	0.022501
1.13 	0.250666 	-0.020803 	0.250752 	-0.008078 	-0.135009
1.14 	0.252016 	-0.000420 	0.250666 	-0.008582 	0.135009
1.15 	0.252016 	-0.008771 	0.250653 	-0.007755 	0.000000
1.16 	0.252016 	-0.014405 	0.250649 	-0.007258 	0.000000
1.17 	0.252466 	-0.018068 	0.250650 	-0.006985 	0.045003
1.18 	0.252241 	-0.026569 	0.250678 	-0.006678 	-0.022501
1.19 	0.252016 	-0.027985 	0.250696 	-0.006793 	-0.022501
1.20 	0.252016 	-0.025249 	0.250699 	-0.007051 	0.000000
1.21 	0.251791 	-0.023432 	0.250700 	-0.007201 	-0.022501
1.22 	0.251566 	-0.019158 	0.250687 	-0.007369 	-0.022501
1.23 	0.252241 	-0.013735 	0.250660 	-0.007457 	0.067504
1.24 	0.252016 	-0.020433 	0.250671 	-0.007067 	-0.022501
1.25 	0.252466 	-0.021221 	0.250673 	-0.007030 	0.045003
1.26 	0.251566 	-0.027892 	0.250699 	-0.006845 	-0.090006
1.27 	0.252016 	-0.018858 	0.250678 	-0.007277 	0.045003
1.28 	0.252466 	-0.020036 	0.250677 	-0.007177 	0.045003
1.29 	0.251791 	-0.027025 	0.250702 	-0.006946 	-0.067504
1.30 	0.252466 	-0.021356 	0.250691 	-0.007255 	0.067504
1.31 	0.252241 	-0.027446 	0.250714 	-0.007074 	-0.022501
1.32 	0.251566 	-0.027487 	0.250726 	-0.007221 	-0.067504
1.33 	0.252241 	-0.017828 	0.250699 	-0.007636 	0.067504
1.34 	0.252016 	-0.021879 	0.250706 	-0.007404 	-0.022501
1.35 	0.249541 	-0.021114 	0.250703 	-0.007421 	-0.247516
1.36 	0.252016 	0.013537 	0.250566 	-0.008385 	0.247516
1.37 	0.251791 	-0.002912 	0.250560 	-0.007014 	-0.022501
1.38 	0.252466 	-0.010312 	0.250556 	-0.006382 	0.067504
1.39 	0.252241 	-0.024423 	0.250596 	-0.005776 	-0.022501
1.40 	0.252241 	-0.029046 	0.250627 	-0.005813 	0.000000
1.41 	0.252016 	-0.031051 	0.250656 	-0.006029 	-0.022501
1.42 	0.252241 	-0.028354 	0.250669 	-0.006411 	0.022501
1.43 	0.251566 	-0.029390 	0.250689 	-0.006598 	-0.067504
1.44 	0.252241 	-0.020093 	0.250671 	-0.007089 	0.067504
1.45 	0.252691 	-0.024132 	0.250685 	-0.006950 	0.045003
1.46 	0.251791 	-0.032502 	0.250723 	-0.006791 	-0.090006
1.47 	0.252016 	-0.024179 	0.250713 	-0.007314 	0.022501
1.48 	0.252466 	-0.022356 	0.250710 	-0.007421 	0.045003
1.49 	0.251791 	-0.027523 	0.250731 	-0.007279 	-0.067504
1.50 	0.253816 	-0.020830 	0.250715 	-0.007605 	0.202513
1.51 	0.251791 	-0.045110 	0.250806 	-0.006870 	-0.202513
1.52 	0.252016 	-0.029694 	0.250791 	-0.007885 	0.022501
1.53 	0.252466 	-0.023561 	0.250778 	-0.008204 	0.045003
1.54 	0.252016 	-0.026303 	0.250787 	-0.008104 	-0.045003
1.55 	0.252241 	-0.021536 	0.250772 	-0.008290 	0.022501
1.56 	0.252241 	-0.022080 	0.250769 	-0.008200 	0.000000
1.57 	0.252241 	-0.022529 	0.250766 	-0.008131 	0.000000
1.58 	0.252241 	-0.022886 	0.250764 	-0.008080 	0.000000
1.59 	0.252016 	-0.023161 	0.250763 	-0.008044 	-0.022501
1.60 	0.252241 	-0.020252 	0.250750 	-0.008107 	0.022501
1.61 	0.252016 	-0.021911 	0.250750 	-0.007968 	-0.022501
1.62 	0.252016 	-0.019859 	0.250738 	-0.007983 	0.000000
1.63 	0.252016 	-0.018898 	0.250728 	-0.007918 	0.000000
1.64 	0.252016 	-0.018611 	0.250718 	-0.007816 	0.000000
1.65 	0.252691 	-0.018712 	0.250710 	-0.007703 	0.067504
1.66 	0.252241 	-0.028358 	0.250740 	-0.007328 	-0.045003
1.67 	0.252016 	-0.027327 	0.250747 	-0.007509 	-0.022501
1.68 	0.252016 	-0.023338 	0.250741 	-0.007738 	0.000000
1.69 	0.252466 	-0.021021 	0.250732 	-0.007810 	0.045003
1.70 	0.252241 	-0.026044 	0.250748 	-0.007614 	-0.022501
1.71 	0.252691 	-0.025639 	0.250752 	-0.007703 	0.045003
1.72 	0.251341 	-0.031485 	0.250780 	-0.007598 	-0.135009
1.73 	0.252691 	-0.015669 	0.250734 	-0.008255 	0.135009
1.74 	0.285093 	-0.025739 	0.250757 	-0.007759 	3.240207
1.75 	0.252691 	-0.480002 	0.252532 	0.005125 	-3.240207
1.76 	0.252016 	-0.265570 	0.252592 	-0.012566 	-0.067504
1.77 	0.252241 	-0.119538 	0.252435 	-0.022059 	0.022501
1.78 	0.252241 	-0.035320 	0.252204 	-0.025715 	0.000000
1.79 	0.252016 	0.010948 	0.251949 	-0.026066 	-0.022501
1.80 	0.252916 	0.035747 	0.251692 	-0.024698 	0.090006
1.81 	0.251791 	0.031405 	0.251511 	-0.022016 	-0.112507
1.82 	0.252016 	0.038978 	0.251306 	-0.019962 	0.022501
1.83 	0.251791 	0.034655 	0.251144 	-0.017535 	-0.022501
1.84 	0.251566 	0.030352 	0.251004 	-0.015379 	-0.022501
1.85 	0.252466 	0.026667 	0.250881 	-0.013491 	0.090006
1.86 	0.251791 	0.008290 	0.250831 	-0.011403 	-0.067504
1.87 	0.251341 	0.004633 	0.250769 	-0.010310 	-0.045003
1.88 	0.251791 	0.006749 	0.250697 	-0.009543 	0.045003
1.89 	0.251566 	-0.000254 	0.250660 	-0.008520 	-0.022501
1.90 	0.251791 	-0.002606 	0.250624 	-0.007864 	0.022501
1.91 	0.251116 	-0.008259 	0.250608 	-0.007216 	-0.067504
1.92 	0.251341 	-0.002928 	0.250564 	-0.007057 	0.022501
1.93 	0.252016 	-0.003992 	0.250535 	-0.006603 	0.067504
1.94 	0.251341 	-0.014841 	0.250549 	-0.005927 	-0.067504
1.95 	0.251566 	-0.011919 	0.250532 	-0.005944 	0.022501
1.96 	0.251116 	-0.013676 	0.250529 	-0.005758 	-0.045003
1.97 	0.251341 	-0.008658 	0.250503 	-0.005819 	0.022501
1.98 	0.251566 	-0.009370 	0.250490 	-0.005595 	0.022501
1.99 	0.251566 	-0.013310 	0.250492 	-0.005311 	0.000000
2.00 	0.251791 	-0.015729 	0.250497 	-0.005183 	0.022501
2.01 	0.252016 	-0.020225 	0.250515 	-0.005061 	0.022501
2.02 	0.251116 	-0.025645 	0.250545 	-0.005027 	-0.090006
2.03 	0.251791 	-0.015710 	0.250526 	-0.005559 	0.067504
2.04 	0.251791 	-0.019370 	0.250538 	-0.005434 	0.000000
2.05 	0.251566 	-0.021304 	0.250552 	-0.005453 	-0.022501
2.06 	0.251791 	-0.019020 	0.250552 	-0.005636 	0.022501
2.07 	0.251116 	-0.020692 	0.250562 	-0.005640 	-0.067504
2.08 	0.252016 	-0.012093 	0.250536 	-0.005975 	0.090006
2.09 	0.251566 	-0.019914 	0.250556 	-0.005618 	-0.045003
2.10 	0.251566 	-0.018020 	0.250554 	-0.005746 	0.000000
2.11 	0.251791 	-0.016877 	0.250551 	-0.005799 	0.022501
2.12 	0.251791 	-0.019357 	0.250560 	-0.005718 	0.000000
2.13 	0.251566 	-0.020658 	0.250569 	-0.005735 	-0.022501
2.14 	0.251341 	-0.018093 	0.250566 	-0.005891 	-0.022501
2.15 	0.251566 	-0.013468 	0.250549 	-0.006035 	0.022501
2.16 	0.251791 	-0.014170 	0.250543 	-0.005909 	0.022501
2.17 	0.251791 	-0.017886 	0.250552 	-0.005722 	0.000000
2.18 	0.252016 	-0.019986 	0.250561 	-0.005681 	0.022501
2.19 	0.252016 	-0.024141 	0.250583 	-0.005634 	0.000000
2.20 	0.252016 	-0.026124 	0.250604 	-0.005749 	0.000000
2.21 	0.251791 	-0.026760 	0.250623 	-0.005940 	-0.022501
2.22 	0.251116 	-0.023501 	0.250626 	-0.006245 	-0.067504
2.23 	0.251116 	-0.011998 	0.250590 	-0.006686 	0.000000
2.24 	0.251341 	-0.005809 	0.250552 	-0.006677 	0.022501
2.25 	0.250666 	-0.006150 	0.250528 	-0.006337 	-0.067504
2.26 	0.250891 	0.002276 	0.250472 	-0.006279 	0.022501
2.27 	0.250666 	0.002836 	0.250431 	-0.005804 	-0.022501
2.28 	0.251116 	0.005133 	0.250386 	-0.005398 	0.045003
2.29 	0.251116 	-0.000974 	0.250371 	-0.004727 	0.000000
2.30 	0.251791 	-0.005243 	0.250364 	-0.004299 	0.067504
2.31 	0.250891 	-0.017481 	0.250398 	-0.003773 	-0.090006
2.32 	0.251116 	-0.011732 	0.250387 	-0.004082 	0.022501
2.33 	0.251116 	-0.011554 	0.250386 	-0.004077 	0.000000
2.34 	0.250666 	-0.011486 	0.250384 	-0.004065 	-0.045003
2.35 	0.251116 	-0.005253 	0.250359 	-0.004227 	0.045003
2.36 	0.250666 	-0.008302 	0.250357 	-0.003968 	-0.045003
2.37 	0.251116 	-0.004031 	0.250334 	-0.004007 	0.045003
2.38 	0.250891 	-0.008246 	0.250337 	-0.003702 	-0.022501
2.39 	0.250666 	-0.007721 	0.250329 	-0.003651 	-0.022501
2.40 	0.250216 	-0.004483 	0.250311 	-0.003669 	-0.045003
2.41 	0.251116 	0.003251 	0.250269 	-0.003739 	0.090006
2.42 	0.250441 	-0.005562 	0.250278 	-0.003151 	-0.067504
2.43 	0.250666 	-0.001520 	0.250255 	-0.003176 	0.022501
2.44 	0.251566 	-0.002753 	0.250245 	-0.002955 	0.090006
2.45 	0.250666 	-0.016269 	0.250287 	-0.002428 	-0.090006
2.46 	0.251341 	-0.011098 	0.250283 	-0.002787 	0.067504
2.47 	0.250441 	-0.017302 	0.250312 	-0.002675 	-0.090006
2.48 	0.251566 	-0.007894 	0.250293 	-0.003161 	0.112507
2.49 	0.250666 	-0.018127 	0.250330 	-0.002833 	-0.090006
2.50 	0.250891 	-0.011025 	0.250319 	-0.003262 	0.022501
