#time[s] 	 x_1[m] 	 u[V] 	 xhat_1[m] 	 xhat_2[m/s] 	 diff[m/s]
1.01 	0.243691 	-0.300863 	0.244463 	0.083667 	0.000000
1.02 	0.244591 	-0.183042 	0.244942 	0.063707 	0.090006
1.03 	0.244366 	-0.124652 	0.245416 	0.052018 	-0.022501
1.04 	0.244591 	-0.021906 	0.245449 	0.037521 	0.022501
1.05 	0.244591 	0.042373 	0.245426 	0.028782 	0.000000
1.06 	0.244141 	0.090337 	0.245326 	0.022887 	-0.045003
1.07 	0.244816 	0.155598 	0.245005 	0.016271 	0.067504
1.08 	0.244141 	0.125145 	0.245080 	0.019927 	-0.067504
1.09 	0.244816 	0.162192 	0.244843 	0.016582 	0.067504
1.10 	0.245266 	0.116868 	0.244996 	0.021707 	0.045003
1.11 	0.244816 	0.058071 	0.245338 	0.027268 	-0.045003
1.12 	0.245266 	0.077111 	0.245369 	0.024400 	0.045003
1.13 	0.244366 	0.058070 	0.245565 	0.025553 	-0.090006
1.14 	0.244816 	0.132185 	0.245264 	0.017555 	0.045003
1.15 	0.245041 	0.128441 	0.245232 	0.018320 	0.022501
1.16 	0.244141 	0.104692 	0.245326 	0.020896 	-0.090006
1.17 	0.244816 	0.166735 	0.244985 	0.014878 	0.067504
1.18 	0.244591 	0.132136 	0.245055 	0.019144 	-0.022501
1.19 	0.245716 	0.129265 	0.245031 	0.019724 	0.112507
1.20 	0.245041 	0.034261 	0.245546 	0.028997 	-0.067504
1.21 	0.244591 	0.057689 	0.245602 	0.025327 	-0.045003
1.22 	0.245041 	0.116774 	0.245386 	0.018769 	0.045003
1.23 	0.244591 	0.108423 	0.245413 	0.019718 	-0.045003
1.24 	0.244816 	0.140541 	0.245229 	0.016663 	0.022501
1.25 	0.244816 	0.132012 	0.245204 	0.018036 	0.000000
1.26 	0.245041 	0.123318 	0.245204 	0.019239 	0.022501
1.27 	0.244816 	0.098443 	0.245321 	0.021805 	-0.022501
1.28 	0.245041 	0.106961 	0.245304 	0.020747 	0.022501
1.29 	0.245041 	0.094067 	0.245390 	0.021890 	0.000000
1.30 	0.244816 	0.091117 	0.245447 	0.021866 	-0.022501
1.31 	0.244591 	0.111711 	0.245373 	0.019572 	-0.022501
1.32 	0.244816 	0.139707 	0.245205 	0.016956 	0.022501
1.33 	0.244816 	0.129429 	0.245194 	0.018466 	0.000000
1.34 	0.244591 	0.120520 	0.245203 	0.019633 	-0.022501
1.35 	0.244591 	0.132514 	0.245115 	0.018636 	0.000000
1.36 	0.245041 	0.134537 	0.245058 	0.018788 	0.045003
1.37 	0.244816 	0.095065 	0.245238 	0.022899 	-0.022501
1.38 	0.244816 	0.097492 	0.245271 	0.022312 	0.000000
1.39 	0.245041 	0.102113 	0.245283 	0.021582 	0.022501
1.40 	0.244816 	0.088524 	0.245386 	0.022682 	-0.022501
1.41 	0.244591 	0.104709 	0.245348 	0.020726 	-0.022501
1.42 	0.244816 	0.132276 	0.245204 	0.017997 	0.022501
1.43 	0.245491 	0.123549 	0.245204 	0.019208 	0.067504
1.44 	0.245266 	0.062292 	0.245529 	0.025238 	-0.022501
1.45 	0.244816 	0.059871 	0.245659 	0.024588 	-0.045003
1.46 	0.244591 	0.105093 	0.245514 	0.019420 	-0.022501
1.47 	0.245041 	0.146273 	0.245280 	0.015483 	0.045003
1.48 	0.244816 	0.122513 	0.245324 	0.018445 	-0.022501
1.49 	0.244816 	0.125879 	0.245272 	0.018366 	0.000000
1.50 	0.244816 	0.124246 	0.245244 	0.018806 	0.000000
1.51 	0.244366 	0.120639 	0.245233 	0.019388 	-0.045003
1.52 	0.244816 	0.153263 	0.245025 	0.016446 	0.045003
1.53 	0.245266 	0.124965 	0.245092 	0.019858 	0.045003
1.54 	0.244816 	0.072293 	0.245371 	0.025047 	-0.045003
1.55 	0.244366 	0.090869 	0.245364 	0.022527 	-0.045003
1.56 	0.245041 	0.140985 	0.245126 	0.017380 	0.067504
1.57 	0.245041 	0.105683 	0.245260 	0.021258 	0.000000
1.58 	0.244591 	0.089417 	0.245371 	0.022675 	-0.045003
1.59 	0.245041 	0.122283 	0.245236 	0.019143 	0.045003
1.60 	0.244591 	0.100259 	0.245337 	0.021432 	-0.045003
1.61 	0.244816 	0.127850 	0.245205 	0.018604 	0.022501
1.62 	0.244141 	0.120179 	0.245210 	0.019627 	-0.067504
1.63 	0.244591 	0.169149 	0.244910 	0.015110 	0.045003
1.64 	0.244366 	0.145966 	0.244913 	0.018303 	-0.022501
1.65 	0.245716 	0.146369 	0.244842 	0.018785 	0.135009
1.66 	0.244591 	0.031869 	0.245435 	0.030167 	-0.112507
1.67 	0.240765 	0.082971 	0.245345 	0.023765 	-0.382524
1.68 	0.245041 	0.423784 	0.243458 	-0.009193 	0.427527
1.69 	0.242566 	0.186852 	0.244100 	0.018792 	-0.247516
1.70 	0.245041 	0.255989 	0.243576 	0.013177 	0.247516
1.71 	0.244816 	0.066481 	0.244387 	0.033308 	-0.022501
1.72 	0.245266 	0.004842 	0.244919 	0.037825 	0.045003
1.73 	0.245491 	-0.035224 	0.245458 	0.039297 	0.022501
1.74 	0.245491 	-0.039800 	0.245866 	0.036839 	0.000000
1.75 	0.245041 	-0.009540 	0.246060 	0.031172 	-0.045003
1.76 	0.244816 	0.066332 	0.245899 	0.021875 	-0.022501
1.77 	0.244816 	0.129973 	0.245615 	0.015201 	0.000000
1.78 	0.244591 	0.155821 	0.245396 	0.013276 	-0.022501
1.79 	0.245041 	0.175889 	0.245155 	0.012319 	0.045003
1.80 	0.244591 	0.135179 	0.245225 	0.017434 	-0.045003
1.81 	0.244816 	0.145712 	0.245105 	0.016883 	0.022501
1.82 	0.245266 	0.125776 	0.245140 	0.019386 	0.045003
1.83 	0.245491 	0.076859 	0.245392 	0.024257 	0.022501
1.84 	0.244816 	0.041663 	0.245680 	0.026952 	-0.067504
1.85 	0.245491 	0.092719 	0.245549 	0.020870 	0.067504
1.86 	0.244141 	0.066950 	0.245731 	0.023066 	-0.135009
1.87 	0.245716 	0.170956 	0.245224 	0.012486 	0.157510
1.88 	0.245041 	0.082543 	0.245577 	0.022069 	-0.067504
1.89 	0.245266 	0.097690 	0.245549 	0.020181 	0.022501
1.90 	0.245266 	0.088963 	0.245619 	0.020857 	0.000000
1.91 	0.236940 	0.088034 	0.245664 	0.020648 	-0.832553
1.92 	0.245041 	0.762762 	0.241823 	-0.043807 	0.810052
1.93 	0.244816 	0.314334 	0.242878 	0.010379 	-0.022501
1.94 	0.245266 	0.072026 	0.243881 	0.036378 	0.045003
1.95 	0.245491 	-0.069156 	0.244887 	0.048329 	0.022501
1.96 	0.245716 	-0.113448 	0.245650 	0.048687 	0.022501
1.97 	0.245491 	-0.102712 	0.246168 	0.043279 	-0.022501
1.98 	0.245041 	-0.033377 	0.246286 	0.032766 	-0.045003
1.99 	0.245491 	0.066560 	0.246036 	0.020805 	0.045003
2.00 	0.244366 	0.087038 	0.245991 	0.018306 	-0.112507
2.01 	0.244591 	0.189975 	0.245420 	0.008360 	0.022501
2.02 	0.244591 	0.204355 	0.245119 	0.008648 	0.000000
2.03 	0.245041 	0.190554 	0.244960 	0.011763 	0.045003
2.04 	0.244816 	0.130399 	0.245115 	0.018930 	-0.022501
2.05 	0.245266 	0.114728 	0.245166 	0.020722 	0.045003
2.06 	0.244816 	0.070431 	0.245419 	0.024942 	-0.045003
2.07 	0.245266 	0.093398 	0.245389 	0.021989 	0.045003
2.08 	0.244816 	0.072368 	0.245551 	0.023671 	-0.045003
2.09 	0.244816 	0.105859 	0.245447 	0.019820 	0.000000
2.10 	0.244816 	0.123167 	0.245352 	0.018137 	0.000000
2.11 	0.244366 	0.128754 	0.245285 	0.017875 	-0.045003
2.12 	0.245491 	0.163802 	0.245037 	0.014891 	0.112507
2.13 	0.245266 	0.079695 	0.245396 	0.023830 	-0.022501
2.14 	0.245041 	0.062384 	0.245574 	0.024884 	-0.022501
2.15 	0.220739 	0.081830 	0.245575 	0.022178 	-2.430156
2.16 	0.245491 	2.057835 	0.234274 	-0.166185 	2.475158
2.17 	0.245716 	0.657218 	0.237816 	0.001185 	0.022501
2.18 	0.247066 	-0.153974 	0.241493 	0.085805 	0.135009
2.19 	0.249316 	-0.587536 	0.244937 	0.119831 	0.225014
2.20 	0.250891 	-0.820108 	0.248167 	0.127605 	0.157510
2.21 	0.251566 	-0.859979 	0.250707 	0.113888 	0.067504
2.22 	0.252241 	-0.734921 	0.252244 	0.084898 	0.067504
2.23 	0.252691 	-0.564979 	0.253092 	0.054913 	0.045003
2.24 	0.252241 	-0.399240 	0.253455 	0.029179 	-0.045003
2.25 	0.252466 	-0.204262 	0.253184 	0.004201 	0.022501
2.26 	0.251566 	-0.093654 	0.252893 	-0.008932 	-0.090006
2.27 	0.251341 	0.040669 	0.252188 	-0.022217 	-0.022501
2.28 	0.249541 	0.104624 	0.251573 	-0.026424 	-0.180012
2.29 	0.249991 	0.248520 	0.250366 	-0.037232 	0.045003
2.30 	0.249091 	0.223831 	0.249820 	-0.029669 	-0.090006
2.31 	0.248641 	0.232040 	0.249185 	-0.025998 	-0.045003
2.32 	0.249316 	0.222123 	0.248673 	-0.020741 	0.067504
2.33 	0.248191 	0.117513 	0.248764 	-0.006926 	-0.112507
2.34 	0.248641 	0.134690 	0.248429 	-0.006770 	0.045003
2.35 	0.248416 	0.083948 	0.248459 	0.000033 	-0.022501
2.36 	0.248641 	0.065291 	0.248440 	0.002770 	0.022501
2.37 	0.248641 	0.031017 	0.248561 	0.006605 	0.000000
2.38 	0.248866 	0.014465 	0.248664 	0.008117 	0.022501
2.39 	0.248641 	-0.007974 	0.248839 	0.009904 	-0.022501
2.40 	0.248416 	0.007265 	0.248846 	0.007736 	-0.022501
2.41 	0.248191 	0.037839 	0.248724 	0.004423 	-0.022501
2.42 	0.249316 	0.069587 	0.248521 	0.001559 	0.112507
2.43 	0.248191 	-0.013386 	0.248905 	0.010150 	-0.112507
2.44 	0.249091 	0.044885 	0.248675 	0.003813 	0.090006
2.45 	0.248416 	-0.001587 	0.248906 	0.008507 	-0.067504
2.46 	0.248191 	0.035965 	0.248764 	0.004379 	-0.022501
2.47 	0.248641 	0.071448 	0.248542 	0.001142 	0.045003
2.48 	0.248641 	0.044265 	0.248599 	0.004476 	0.000000
2.49 	0.249091 	0.027934 	0.248663 	0.006255 	0.045003
2.50 	0.248416 	-0.015734 	0.248924 	0.010332 	-0.067504
