#time[s] 	 x_1[m] 	 u[V] 	 xhat_1[m] 	 xhat_2[m/s] 	 diff[m/s]
1.01 	0.237390 	0.214070 	0.239141 	0.052602 	0.045003
1.02 	0.237165 	0.205021 	0.239205 	0.053373 	-0.022501
1.03 	0.237165 	0.208457 	0.239200 	0.052931 	0.000000
1.04 	0.236940 	0.210948 	0.239192 	0.052645 	-0.022501
1.05 	0.236940 	0.220618 	0.239124 	0.051820 	0.000000
1.06 	0.236940 	0.225544 	0.239066 	0.051578 	0.000000
1.07 	0.237165 	0.227157 	0.239021 	0.051698 	0.022501
1.08 	0.237165 	0.218656 	0.239048 	0.052671 	0.000000
1.09 	0.237390 	0.213092 	0.239078 	0.053217 	0.022501
1.10 	0.236940 	0.201869 	0.239164 	0.054116 	-0.045003
1.11 	0.236940 	0.212517 	0.239118 	0.052987 	0.000000
1.12 	0.236940 	0.219038 	0.239073 	0.052425 	0.000000
1.13 	0.237390 	0.222389 	0.239035 	0.052254 	0.045003
1.14 	0.237390 	0.207449 	0.239123 	0.053655 	0.000000
1.15 	0.237165 	0.199211 	0.239202 	0.054198 	-0.022501
1.16 	0.237165 	0.203853 	0.239207 	0.053522 	0.000000
1.17 	0.237165 	0.207617 	0.239203 	0.053027 	0.000000
1.18 	0.237615 	0.210400 	0.239195 	0.052699 	0.045003
1.19 	0.237165 	0.196203 	0.239305 	0.053835 	-0.045003
1.20 	0.237165 	0.205421 	0.239279 	0.052757 	0.000000
1.21 	0.237165 	0.211568 	0.239248 	0.052134 	0.000000
1.22 	0.237165 	0.215188 	0.239220 	0.051849 	0.000000
1.23 	0.236490 	0.216916 	0.239196 	0.051790 	-0.067504
1.24 	0.237390 	0.241457 	0.239000 	0.049874 	0.090006
1.25 	0.236940 	0.220921 	0.239074 	0.052162 	-0.045003
1.26 	0.237165 	0.223858 	0.239032 	0.052069 	0.022501
1.27 	0.237165 	0.216530 	0.239060 	0.052874 	0.000000
1.28 	0.238290 	0.211902 	0.239089 	0.053299 	0.112507
1.29 	0.237390 	0.169222 	0.239411 	0.056776 	-0.090006
1.30 	0.236940 	0.180456 	0.239445 	0.054957 	-0.045003
1.31 	0.237390 	0.206543 	0.239334 	0.052186 	0.045003
1.32 	0.237165 	0.206483 	0.239343 	0.052127 	-0.022501
1.33 	0.236940 	0.214807 	0.239289 	0.051377 	-0.022501
1.34 	0.237390 	0.227276 	0.239183 	0.050453 	0.045003
1.35 	0.237165 	0.216856 	0.239214 	0.051660 	-0.022501
1.36 	0.236940 	0.217995 	0.239190 	0.051686 	-0.022501
1.37 	0.236940 	0.225995 	0.239113 	0.051160 	0.000000
1.38 	0.236940 	0.229285 	0.239051 	0.051173 	0.000000
1.39 	0.237390 	0.229493 	0.239006 	0.051488 	0.045003
1.40 	0.236940 	0.211864 	0.239094 	0.053263 	-0.045003
1.41 	0.237165 	0.217608 	0.239058 	0.052738 	0.022501
1.42 	0.237165 	0.212669 	0.239086 	0.053213 	0.000000
1.43 	0.237165 	0.209888 	0.239111 	0.053408 	0.000000
1.44 	0.236940 	0.208683 	0.239132 	0.053420 	-0.022501
1.45 	0.236940 	0.216558 	0.239087 	0.052663 	0.000000
1.46 	0.237165 	0.220992 	0.239047 	0.052352 	0.022501
1.47 	0.236715 	0.214878 	0.239074 	0.052997 	-0.045003
1.48 	0.236940 	0.227218 	0.238981 	0.051988 	0.022501
1.49 	0.237165 	0.225248 	0.238962 	0.052404 	0.022501
1.50 	0.236940 	0.214969 	0.239012 	0.053454 	-0.022501
1.51 	0.237390 	0.216911 	0.239000 	0.053278 	0.045003
1.52 	0.236715 	0.201880 	0.239108 	0.054544 	-0.067504
1.53 	0.236940 	0.218411 	0.239022 	0.052904 	0.022501
1.54 	0.236940 	0.219941 	0.239001 	0.052846 	0.000000
1.55 	0.237165 	0.220357 	0.238986 	0.052906 	0.022501
1.56 	0.237165 	0.212056 	0.239034 	0.053690 	0.000000
1.57 	0.236940 	0.207454 	0.239078 	0.053998 	-0.022501
1.58 	0.237165 	0.213569 	0.239054 	0.053334 	0.022501
1.59 	0.237165 	0.209359 	0.239088 	0.053653 	0.000000
1.60 	0.236940 	0.207416 	0.239117 	0.053704 	-0.022501
1.61 	0.237390 	0.215037 	0.239080 	0.052932 	0.045003
1.62 	0.237165 	0.203454 	0.239163 	0.053906 	-0.022501
1.63 	0.236940 	0.205661 	0.239175 	0.053511 	-0.022501
1.64 	0.236940 	0.215852 	0.239120 	0.052513 	0.000000
1.65 	0.237165 	0.221685 	0.239070 	0.052085 	0.022501
1.66 	0.237165 	0.216272 	0.239088 	0.052698 	0.000000
1.67 	0.237165 	0.212759 	0.239107 	0.053038 	0.000000
1.68 	0.237390 	0.210771 	0.239125 	0.053179 	0.022501
1.69 	0.237390 	0.201866 	0.239199 	0.053854 	0.000000
1.70 	0.237165 	0.197755 	0.239260 	0.053961 	-0.022501
1.71 	0.237165 	0.204915 	0.239247 	0.053070 	0.000000
1.72 	0.236940 	0.209964 	0.239228 	0.052511 	-0.022501
1.73 	0.237165 	0.221206 	0.239149 	0.051549 	0.022501
1.74 	0.236940 	0.218909 	0.239141 	0.051930 	-0.022501
1.75 	0.237390 	0.224852 	0.239079 	0.051573 	0.045003
1.76 	0.237165 	0.211058 	0.239149 	0.052956 	-0.022501
1.77 	0.237165 	0.211038 	0.239155 	0.052915 	0.000000
1.78 	0.236940 	0.211244 	0.239159 	0.052857 	-0.022501
1.79 	0.237390 	0.219586 	0.239102 	0.052133 	0.045003
1.80 	0.237165 	0.207826 	0.239171 	0.053237 	-0.022501
1.81 	0.237165 	0.209370 	0.239174 	0.053001 	0.000000
1.82 	0.237165 	0.210674 	0.239174 	0.052823 	0.000000
1.83 	0.237165 	0.211675 	0.239172 	0.052699 	0.000000
1.84 	0.236940 	0.212376 	0.239169 	0.052622 	-0.022501
1.85 	0.236940 	0.220852 	0.239107 	0.051918 	0.000000
1.86 	0.236940 	0.225073 	0.239054 	0.051732 	0.000000
1.87 	0.237165 	0.226348 	0.239014 	0.051864 	0.022501
1.88 	0.236940 	0.217761 	0.239044 	0.052822 	-0.022501
1.89 	0.237165 	0.220299 	0.239017 	0.052676 	0.022501
1.90 	0.237165 	0.213203 	0.239055 	0.053373 	0.000000
1.91 	0.237390 	0.209134 	0.239090 	0.053673 	0.022501
1.92 	0.237165 	0.199265 	0.239178 	0.054374 	-0.022501
1.93 	0.237165 	0.202978 	0.239190 	0.053765 	0.000000
1.94 	0.237165 	0.206331 	0.239194 	0.053276 	0.000000
1.95 	0.236940 	0.209047 	0.239191 	0.052920 	-0.022501
1.96 	0.237390 	0.219090 	0.239126 	0.052019 	0.045003
1.97 	0.237165 	0.208354 	0.239188 	0.053038 	-0.022501
1.98 	0.237165 	0.210408 	0.239184 	0.052780 	0.000000
1.99 	0.237165 	0.211867 	0.239179 	0.052617 	0.000000
2.00 	0.237165 	0.212802 	0.239174 	0.052529 	0.000000
2.01 	0.237390 	0.213320 	0.239169 	0.052494 	0.022501
2.02 	0.238515 	0.205503 	0.239224 	0.053158 	0.112507
2.03 	0.236940 	0.161365 	0.239569 	0.056669 	-0.157510
2.04 	0.237165 	0.196410 	0.239442 	0.052772 	0.022501
2.05 	0.236940 	0.210748 	0.239368 	0.051338 	-0.022501
2.06 	0.237390 	0.227135 	0.239241 	0.050033 	0.045003
2.07 	0.237165 	0.218946 	0.239253 	0.051078 	-0.022501
2.08 	0.236490 	0.221076 	0.239213 	0.051088 	-0.067504
2.09 	0.237390 	0.245308 	0.239005 	0.049301 	0.090006
2.10 	0.237165 	0.224102 	0.239072 	0.051736 	-0.022501
2.11 	0.236940 	0.218217 	0.239086 	0.052445 	-0.022501
2.12 	0.237165 	0.222221 	0.239044 	0.052207 	0.022501
2.13 	0.236715 	0.215707 	0.239070 	0.052912 	-0.045003
2.14 	0.237390 	0.227713 	0.238978 	0.051948 	0.067504
2.15 	0.236940 	0.209422 	0.239078 	0.053723 	-0.045003
2.16 	0.237165 	0.215107 	0.239051 	0.053140 	0.022501
2.17 	0.236940 	0.210456 	0.239085 	0.053530 	-0.022501
2.18 	0.237165 	0.216157 	0.239054 	0.052972 	0.022501
2.19 	0.237390 	0.211381 	0.239085 	0.053398 	0.022501
2.20 	0.236715 	0.200823 	0.239172 	0.054206 	-0.067504
2.21 	0.237165 	0.220016 	0.239065 	0.052350 	0.045003
2.22 	0.237165 	0.214808 	0.239087 	0.052906 	0.000000
2.23 	0.236940 	0.211600 	0.239109 	0.053186 	-0.022501
2.24 	0.237165 	0.217967 	0.239068 	0.052611 	0.022501
2.25 	0.237165 	0.213335 	0.239092 	0.053073 	0.000000
2.26 	0.237390 	0.210641 	0.239114 	0.053280 	0.022501
2.27 	0.236940 	0.201353 	0.239192 	0.053979 	-0.045003
2.28 	0.236715 	0.213161 	0.239137 	0.052755 	-0.022501
2.29 	0.236715 	0.228289 	0.239026 	0.051504 	0.000000
2.30 	0.237165 	0.235790 	0.238931 	0.051182 	0.045003
2.31 	0.236940 	0.221949 	0.238977 	0.052755 	-0.022501
2.32 	0.236940 	0.220980 	0.238967 	0.052965 	0.000000
2.33 	0.236940 	0.219851 	0.238961 	0.053161 	0.000000
2.34 	0.237390 	0.218777 	0.238959 	0.053324 	0.045003
2.35 	0.236940 	0.201803 	0.239079 	0.054776 	-0.045003
2.36 	0.237390 	0.209212 	0.239062 	0.053875 	0.045003
2.37 	0.237165 	0.198260 	0.239159 	0.054655 	-0.022501
2.38 	0.236940 	0.201491 	0.239180 	0.054054 	-0.022501
2.39 	0.237615 	0.212797 	0.239129 	0.052869 	0.067504
2.40 	0.236940 	0.195550 	0.239258 	0.054282 	-0.067504
2.41 	0.237165 	0.211164 	0.239189 	0.052640 	0.022501
2.42 	0.237165 	0.212629 	0.239181 	0.052496 	0.000000
2.43 	0.237165 	0.213469 	0.239174 	0.052434 	0.000000
2.44 	0.236940 	0.213848 	0.239168 	0.052426 	-0.022501
2.45 	0.236940 	0.221953 	0.239104 	0.051786 	0.000000
2.46 	0.237390 	0.225823 	0.239051 	0.051654 	0.045003
2.47 	0.236940 	0.210734 	0.239129 	0.053154 	-0.045003
2.48 	0.236940 	0.218059 	0.239083 	0.052489 	0.000000
2.49 	0.236940 	0.221989 	0.239042 	0.052252 	0.000000
2.50 	0.236940 	0.223497 	0.239010 	0.052288 	0.000000
