0	0
0.05	0.0103996509
0.1	0.0384110765
0.15	0.0788019084
0.2	0.1261741759
0.25	0.175440145
0.3	0.222193895
0.35	0.2629649554
0.4	0.2953523798
0.45	0.3180478381
0.5	0.3307641132
0.55	0.3340905447
0.6	0.3292994825
0.65	0.3181279103
0.7	0.3025564814
0.75	0.2846047531
0.8	0.266156962
0.85	0.24882778
0.9	0.2338726106
0.95	0.2221425327
1	0.2140802724
1.05	0.2097507693
1.1	0.208898092
1.15	0.2110196278
1.2	0.2154485329
1.25	0.2214362296
1.3	0.2282280869
1.35	0.2351271233
1.4	0.2415424103
1.45	0.2470206822
1.5	0.2512612917
1.55	0.2541160192
1.6	0.2555762469
1.65	0.2557506493
1.7	0.2548368172
1.75	0.2530901742
1.8	0.2507932137
1.85	0.2482275619
1.9	0.2456507199
1.95	0.2432786466
2	0.2412746666
2.05	0.2397445805
2.1	0.2387373619
2.15	0.2382504608
2.2	0.2382385142
2.25	0.2386241763
2.3	0.239309821
2.35	0.2401889984
2.4	0.2411567355
2.45	0.2421180147
2.5	0.2429940273
