#time[s] 	 x_1[m] 	 u[V] 	 xhat_1[m] 	 xhat_2[m/s] 	 diff[m/s]
1.01 	0.237390 	2.033751 	0.240575 	-0.038551 	-0.112507
1.02 	0.238740 	1.687688 	0.238712 	0.012843 	0.135009
1.03 	0.241665 	0.884567 	0.238853 	0.074368 	0.292519
1.04 	0.244366 	-0.101096 	0.240902 	0.125637 	0.270017
1.05 	0.247516 	-0.803036 	0.243765 	0.143981 	0.315020
1.06 	0.251341 	-1.250697 	0.246945 	0.138173 	0.382524
1.07 	0.253816 	-1.595643 	0.250366 	0.121141 	0.247516
1.08 	0.255391 	-1.596451 	0.253178 	0.084839 	0.157510
1.09 	0.254716 	-1.339606 	0.255053 	0.040328 	-0.067504
1.10 	0.252691 	-0.707334 	0.255300 	-0.012744 	-0.202513
1.11 	0.251116 	0.088092 	0.253962 	-0.058192 	-0.157510
1.12 	0.249091 	0.609305 	0.252060 	-0.074707 	-0.202513
1.13 	0.247291 	0.929485 	0.249935 	-0.072491 	-0.180012
1.14 	0.245266 	1.042275 	0.247984 	-0.056147 	-0.202513
1.15 	0.244366 	1.096117 	0.246161 	-0.036826 	-0.090006
1.16 	0.244366 	0.942287 	0.244960 	-0.009155 	0.000000
1.17 	0.243241 	0.618921 	0.244593 	0.021104 	-0.112507
1.18 	0.243916 	0.541154 	0.244176 	0.032622 	0.067504
1.19 	0.245041 	0.296719 	0.244382 	0.049251 	0.112507
1.20 	0.245266 	-0.013386 	0.245180 	0.063391 	0.022501
1.21 	0.246391 	-0.096978 	0.245854 	0.061273 	0.112507
1.22 	0.246391 	-0.217508 	0.246716 	0.059635 	0.000000
1.23 	0.246616 	-0.130797 	0.247161 	0.047031 	0.022501
1.24 	0.247516 	-0.031176 	0.247378 	0.036362 	0.090006
1.25 	0.247291 	-0.083502 	0.247806 	0.034963 	-0.022501
1.26 	0.247966 	0.003165 	0.247917 	0.026694 	0.067504
1.27 	0.247516 	-0.038410 	0.248206 	0.026226 	-0.045003
1.28 	0.247966 	0.068086 	0.248148 	0.018576 	0.045003
1.29 	0.247516 	0.046149 	0.248249 	0.018999 	-0.045003
1.30 	0.247066 	0.129416 	0.248099 	0.014374 	-0.045003
1.31 	0.247066 	0.231456 	0.247763 	0.010665 	0.000000
1.32 	0.246841 	0.232371 	0.247546 	0.013399 	-0.022501
1.33 	0.246841 	0.231016 	0.247353 	0.016007 	0.000000
1.34 	0.247291 	0.193693 	0.247275 	0.019954 	0.045003
1.35 	0.247066 	0.077577 	0.247482 	0.026442 	-0.022501
1.36 	0.243691 	0.082482 	0.247553 	0.025133 	-0.337522
1.37 	0.247291 	0.683978 	0.246013 	-0.002392 	0.360023
1.38 	0.247291 	0.147940 	0.246582 	0.032536 	0.000000
1.39 	0.247291 	-0.082055 	0.247236 	0.042217 	0.000000
1.40 	0.247066 	-0.103381 	0.247684 	0.038112 	-0.022501
1.41 	0.247966 	0.006610 	0.247778 	0.028213 	0.090006
1.42 	0.247291 	-0.062346 	0.248147 	0.028877 	-0.067504
1.43 	0.247516 	0.080891 	0.248039 	0.018982 	0.022501
1.44 	0.248191 	0.111549 	0.247986 	0.017246 	0.067504
1.45 	0.247741 	0.003895 	0.248253 	0.022279 	-0.045003
1.46 	0.247516 	0.064600 	0.248238 	0.017685 	-0.022501
1.47 	0.247066 	0.138962 	0.248080 	0.013867 	-0.045003
1.48 	0.247291 	0.233878 	0.247748 	0.010671 	0.022501
1.49 	0.247066 	0.192018 	0.247643 	0.015337 	-0.022501
1.50 	0.247066 	0.184783 	0.247528 	0.017386 	0.000000
1.51 	0.247291 	0.158678 	0.247488 	0.019972 	0.022501
1.52 	0.247516 	0.095564 	0.247596 	0.023550 	0.022501
1.53 	0.247516 	0.037293 	0.247794 	0.025582 	0.000000
1.54 	0.247291 	0.038019 	0.247921 	0.023888 	-0.022501
1.55 	0.247291 	0.101352 	0.247867 	0.019583 	0.000000
1.56 	0.247966 	0.131124 	0.247796 	0.018162 	0.067504
1.57 	0.246616 	0.019341 	0.248056 	0.023611 	-0.135009
1.58 	0.247291 	0.232119 	0.247624 	0.012414 	0.067504
1.59 	0.247741 	0.167511 	0.247594 	0.017905 	0.045003
1.60 	0.247291 	0.043110 	0.247841 	0.024520 	-0.045003
1.61 	0.247741 	0.089474 	0.247831 	0.020992 	0.045003
1.62 	0.247966 	0.038761 	0.247999 	0.022819 	0.022501
1.63 	0.247291 	-0.000441 	0.248212 	0.023160 	-0.067504
1.64 	0.247516 	0.132013 	0.248016 	0.015241 	0.022501
1.65 	0.247516 	0.139458 	0.247936 	0.015685 	0.000000
1.66 	0.247516 	0.129112 	0.247898 	0.016996 	0.000000
1.67 	0.247066 	0.115380 	0.247891 	0.018175 	-0.045003
1.68 	0.247741 	0.183336 	0.247690 	0.015413 	0.067504
1.69 	0.247291 	0.071204 	0.247868 	0.021960 	-0.045003
1.70 	0.247291 	0.112175 	0.247820 	0.019348 	0.000000
1.71 	0.247966 	0.128905 	0.247768 	0.018699 	0.067504
1.72 	0.246841 	0.012662 	0.248047 	0.024262 	-0.112507
1.73 	0.247741 	0.187099 	0.247730 	0.014599 	0.090006
1.74 	0.247291 	0.081127 	0.247881 	0.021004 	-0.045003
1.75 	0.248191 	0.120932 	0.247817 	0.018689 	0.090006
1.76 	0.247516 	-0.022030 	0.248177 	0.025308 	-0.067504
1.77 	0.247066 	0.072941 	0.248124 	0.018512 	-0.045003
1.78 	0.247741 	0.200541 	0.247818 	0.012398 	0.067504
1.79 	0.247066 	0.106206 	0.247906 	0.018700 	-0.067504
1.80 	0.246616 	0.180472 	0.247703 	0.015465 	-0.045003
1.81 	0.247741 	0.266939 	0.247353 	0.013168 	0.112507
1.82 	0.246616 	0.060374 	0.247665 	0.025436 	-0.112507
1.83 	0.247291 	0.184110 	0.247432 	0.018680 	0.067504
1.84 	0.246841 	0.101164 	0.247554 	0.023657 	-0.045003
1.85 	0.247291 	0.149796 	0.247459 	0.021038 	0.045003
1.86 	0.247741 	0.084655 	0.247592 	0.024468 	0.045003
1.87 	0.247966 	-0.009412 	0.247906 	0.027829 	0.022501
1.88 	0.247966 	-0.048399 	0.248212 	0.026944 	0.000000
1.89 	0.247066 	-0.015169 	0.248367 	0.022313 	-0.090006
1.90 	0.246841 	0.191030 	0.247987 	0.010969 	-0.022501
1.91 	0.247741 	0.288005 	0.247565 	0.008774 	0.090006
1.92 	0.246616 	0.113476 	0.247734 	0.020351 	-0.112507
1.93 	0.247066 	0.230599 	0.247419 	0.015189 	0.045003
1.94 	0.247516 	0.166834 	0.247407 	0.020373 	0.045003
1.95 	0.247066 	0.046472 	0.247661 	0.026580 	-0.045003
1.96 	0.247741 	0.096678 	0.247651 	0.022754 	0.067504
1.97 	0.247291 	0.009313 	0.247920 	0.026163 	-0.045003
1.98 	0.247516 	0.083128 	0.247890 	0.020732 	0.022501
1.99 	0.248641 	0.084863 	0.247924 	0.020158 	0.112507
2.00 	0.247066 	-0.102653 	0.248458 	0.028040 	-0.157510
2.01 	0.247516 	0.153108 	0.248092 	0.012590 	0.045003
2.02 	0.247291 	0.167132 	0.247951 	0.013315 	-0.022501
2.03 	0.247516 	0.188242 	0.247778 	0.013888 	0.022501
2.04 	0.247741 	0.129890 	0.247795 	0.018267 	0.022501
2.05 	0.247291 	0.057443 	0.247953 	0.021946 	-0.045003
2.06 	0.247966 	0.119549 	0.247865 	0.018179 	0.067504
2.07 	0.247741 	0.025121 	0.248094 	0.022672 	-0.022501
2.08 	0.247291 	0.047803 	0.248157 	0.020067 	-0.045003
2.09 	0.247516 	0.151966 	0.247956 	0.014450 	0.022501
2.10 	0.247516 	0.140603 	0.247896 	0.016116 	0.000000
2.11 	0.247066 	0.122223 	0.247881 	0.017764 	-0.045003
2.12 	0.249991 	0.185774 	0.247680 	0.015343 	0.292519
2.13 	0.247066 	-0.319017 	0.248906 	0.039318 	-0.292519
2.14 	0.247741 	0.101408 	0.248445 	0.012106 	0.067504
2.15 	0.247066 	0.162142 	0.248240 	0.009976 	-0.067504
2.16 	0.247516 	0.278546 	0.247795 	0.006545 	0.045003
2.17 	0.247066 	0.189916 	0.247731 	0.014364 	-0.045003
2.18 	0.247066 	0.200076 	0.247566 	0.015695 	0.000000
2.19 	0.247516 	0.175373 	0.247491 	0.018614 	0.045003
2.20 	0.247741 	0.067673 	0.247689 	0.024553 	0.022501
2.21 	0.247291 	-0.001807 	0.247958 	0.026546 	-0.045003
2.22 	0.247066 	0.083346 	0.247914 	0.020400 	-0.022501
2.23 	0.246841 	0.167586 	0.247725 	0.016206 	-0.022501
2.24 	0.247516 	0.223843 	0.247477 	0.014975 	0.067504
2.25 	0.248641 	0.095489 	0.247645 	0.022928 	0.112507
2.26 	0.247291 	-0.148598 	0.248336 	0.033241 	-0.135009
2.27 	0.247516 	0.062210 	0.248184 	0.018583 	0.022501
2.28 	0.247516 	0.127104 	0.248060 	0.015067 	0.000000
2.29 	0.247291 	0.144565 	0.247958 	0.015003 	-0.022501
2.30 	0.247066 	0.175387 	0.247798 	0.014634 	-0.022501
2.31 	0.247066 	0.203701 	0.247605 	0.014904 	0.000000
2.32 	0.246841 	0.185009 	0.247504 	0.017686 	-0.022501
2.33 	0.247066 	0.193182 	0.247373 	0.018732 	0.022501
2.34 	0.247066 	0.134667 	0.247418 	0.022769 	0.000000
2.35 	0.247291 	0.106285 	0.247482 	0.024176 	0.022501
2.36 	0.267542 	0.061567 	0.247635 	0.025726 	2.025130
2.37 	0.247741 	-3.447527 	0.257128 	0.179788 	-1.980127
2.38 	0.247291 	-0.433619 	0.254571 	-0.024904 	-0.045003
2.39 	0.236040 	1.058714 	0.250944 	-0.095732 	-1.125072
2.40 	0.232665 	3.263760 	0.243072 	-0.167882 	-0.337522
2.41 	0.242115 	3.751698 	0.236565 	-0.122221 	0.945060
2.42 	0.243241 	1.193587 	0.237918 	0.062089 	0.112507
2.43 	0.245941 	-0.356056 	0.241008 	0.144373 	0.270017
2.44 	0.249766 	-1.216388 	0.244740 	0.163979 	0.382524
2.45 	0.252466 	-1.716875 	0.248712 	0.152102 	0.270017
2.46 	0.254266 	-1.750803 	0.251975 	0.112583 	0.180012
2.47 	0.254266 	-1.468765 	0.254164 	0.062024 	0.000000
2.48 	0.253141 	-0.878431 	0.254832 	0.006816 	-0.112507
2.49 	0.250891 	-0.185989 	0.254115 	-0.038550 	-0.225014
2.50 	0.240540 	0.504696 	0.252234 	-0.068706 	-1.035066
