0	-0.005
1	0
2	-0.01
3	0.02
4	-0.01
5	-0.005
6	0
7	0.01
8	-0.01
9	0.005
10	-0.005
11	0.02
12	0.005
13	0.019
14	0.025
15	0.019
16	0.02
17	0.024
18	0.034
19	0.03
20	0.034
21	0.039
22	0.044
23	0.034
24	0.049
25	0.044
26	0.034
27	0.039
28	0.044
29	0.049
30	0.034
31	0.054
32	0.039
33	0.039
34	0.034
35	0.044
36	0.039
37	0.034
38	0.044
39	0.044
40	0.035
41	0.043
42	0.035
43	0.029
44	0.049
45	0.029
46	0.044
47	0.029
48	0.044
49	0.035
50	0.024
51	0.039
52	0.034
53	0.034
54	0.03
55	0.029
56	0.029
57	0.03
58	0.029
59	0.034
60	0.025
61	0.029
62	0.029
63	0.025
64	0.024
65	0.034
66	0.02
67	0.034
68	0.019
69	0.02
70	0.019
71	0.03
72	0.014
73	0.03
74	0.019
75	0.02
76	0.024
77	0.02
78	0.024
79	0.02
80	0.01
81	0.014
82	0.025
83	0.019
84	0.015
85	0.01
86	0.014
87	0.01
88	0.015
89	0.014
90	0.01
91	0.01
92	0.01
93	0.009
94	0.015
95	0.005
96	0.024
97	-0.005
98	0.02
99	0.01
100	0.014
101	0.01
102	0.01
103	0.005
104	0.014
105	0.005
106	0.015
107	0
108	0.015
109	0.009
110	0.005
111	0.005
112	0.01
113	0.01
114	0.009
115	0
116	0.015
117	0.01
118	0
119	0.015
120	0
121	0.014
122	0.01
123	0.005
124	0.005
125	0.009
126	0.005
127	0.01
128	0.005
129	0.005
130	0.005
131	0.01
132	0.009
133	0.005
134	0.005
135	0.01
136	0.01
137	0.009
138	0.005
139	0
140	0.005
141	0
142	0.005
143	0.01
144	0
145	0
146	0
147	0.005
148	0
149	0.005
150	0
151	0
152	0.004
153	0
154	0.005
155	0
156	0
157	0.005
158	0.005
159	0.005
160	0
161	0
162	0
163	0.01
164	0.005
165	0
166	0.005
167	0.004
168	0.005
169	0
170	0
171	0.005
172	-0.005
173	0.02
174	-0.005
175	0
176	0.005
177	0.005
178	0
179	0.005
180	-0.005
181	-0.005
182	0.01
183	-0.005
184	0.005
185	0
186	0
187	-0.005
188	0.005
189	-0.005
190	-0.005
191	0
192	0
193	0.005
194	0.005
195	-0.005
196	0.005
197	-0.005
198	0
199	0.005
200	-0.005
201	0.005
202	0
203	0
204	0
205	-0.005
206	0.005
207	0.004
208	0
209	-0.004
210	0.004
211	0
212	-0.004
213	0.004
214	0.005
215	-0.005
216	0
217	0
218	0.005
219	0
220	0.005
221	-0.005
222	0
223	0.005
224	-0.005
225	0.005
226	0
227	0
228	0.005
229	0
230	0
231	0
232	0.01
233	-0.005
234	0.005
235	0
236	0
237	0.005
238	0
239	0
240	0
241	-0.005
242	0.005
243	0
244	0
245	0.01
246	-0.005
247	-0.005
248	0.01
249	-0.005
250	-0.005
251	0.01
252	0
253	-0.005
254	0.005
255	0
256	0.004
257	0
258	0.01
259	-0.01
260	0
261	0
262	0
263	0
264	-0.004
265	0.004
266	0.005
267	-0.005
268	0
269	0
270	0
271	0.005
272	0.005
273	-0.005
274	0.005
275	-0.005
276	0.005
277	-0.005
278	0
279	0.005
280	0
281	0
282	0
283	0
284	-0.005
285	0.005
286	0
287	0
288	-0.005
289	0.005
290	0
291	0.005
292	0
293	-0.005
294	0.005
295	-0.005
296	0
297	0
298	0
299	0
300	0
301	0
302	0
303	0.005
304	0
305	0
306	0
307	-0.005
308	0
309	0
310	0
311	0
312	0.005
313	0
314	0
